V1 V2 V3 V5 V6 V11 V12 V14 V15
9110 cell1_MACS_peak_5492 9 10 9 11 32 29 29 33
9111 cell1_MACS_peak_5494 7 6 8 8 13 8 10 15
9112 cell1_MACS_peak_5504 10 11 10 11 8 4 7 11
9113 cell1_MACS_peak_5506 8 10 7 12 20 23 24 22
9114 cell1_MACS_peak_5510 11 15 16 18 41 45 48 48
9115 cell1_MACS_peak_5511 4 2 3 6 16 12 17 20
9116 cell1_MACS_peak_5512 11 14 15 9 15 19 24 19
9117 cell1_MACS_peak_5515 3 4 7 6 12 17 18 21
9118 cell1_MACS_peak_5524 5 4 7 11 16 19 19 16
9119 cell1_MACS_peak_5526 5 4 5 4 8 8 12 11
9120 cell1_MACS_peak_5541 7 4 5 3 10 11 12 7
9121 cell1_MACS_peak_5545 7 5 4 5 14 11 13 9
9122 cell1_MACS_peak_5549 6 8 9 11 11 10 9 15
9123 cell1_MACS_peak_555 3 1 5 6 13 13 15 17
9124 cell1_MACS_peak_5552 17 24 28 24 59 68 72 81
9125 cell1_MACS_peak_5571 7 9 12 14 34 30 30 29
9126 cell1_MACS_peak_5572 2 2 2 2 9 4 10 6
9127 cell1_MACS_peak_5578 1 0 1 1 6 5 11 10
9128 cell1_MACS_peak_5584 4 8 3 5 16 19 18 21
9129 cell1_MACS_peak_5591 3 1 4 4 15 12 15 17
9130 cell1_MACS_peak_5596 7 9 12 13 32 33 28 35
9131 cell1_MACS_peak_56 3 2 4 5 4 9 8 6
9132 cell1_MACS_peak_5602 33 25 40 41 83 76 96 85
9133 cell1_MACS_peak_5606 8 6 8 8 9 11 12 16
9134 cell1_MACS_peak_5607 9 11 11 12 19 21 19 13
9135 cell1_MACS_peak_5609 7 6 6 5 12 9 14 15
9136 cell1_MACS_peak_5636 8 8 8 11 11 19 19 16
9137 cell1_MACS_peak_5640 17 17 15 16 17 21 18 26
9138 cell1_MACS_peak_5641 4 1 2 6 18 18 21 17
9139 cell1_MACS_peak_5642 14 21 16 19 30 33 34 34
9140 cell1_MACS_peak_5654 11 13 14 16 18 23 23 20
9141 cell1_MACS_peak_5672 27 25 24 27 31 28 32 34
9142 cell1_MACS_peak_5679 15 16 14 16 16 15 19 17
9143 cell1_MACS_peak_5681 6 4 8 9 16 16 20 18
9144 cell1_MACS_peak_5684 4 5 5 7 13 7 16 14
9145 cell1_MACS_peak_5698 12 13 10 22 29 28 25 26
9146 cell1_MACS_peak_5699 5 2 9 6 16 9 18 16
9147 cell1_MACS_peak_571 7 7 6 9 10 12 10 10
9148 cell1_MACS_peak_5720 8 7 13 12 30 34 32 34
9149 cell1_MACS_peak_5721 3 1 5 4 10 18 13 12
9150 cell1_MACS_peak_5736 9 11 17 15 26 23 27 33
9151 cell1_MACS_peak_5740 2 1 4 7 9 9 8 9
9152 cell1_MACS_peak_5745 12 8 12 17 24 21 24 24
9153 cell1_MACS_peak_5758 18 15 21 21 28 25 28 37
9154 cell1_MACS_peak_5762 8 9 10 11 11 7 9 6
9155 cell1_MACS_peak_5764 15 15 20 16 18 27 24 19
9156 cell1_MACS_peak_5769 4 6 8 6 24 22 21 19
9157 cell1_MACS_peak_5777 9 8 13 13 33 42 39 42
9158 cell1_MACS_peak_5778 5 8 6 7 12 15 15 16
9159 cell1_MACS_peak_5779 18 9 13 14 38 42 41 39
9160 cell1_MACS_peak_5787 5 6 9 6 20 20 24 23
9161 cell1_MACS_peak_5793 3 2 1 3 9 12 11 12
9162 cell1_MACS_peak_5794 13 12 13 9 13 18 14 13
9163 cell1_MACS_peak_5821 13 8 17 15 45 38 50 48
9164 cell1_MACS_peak_5822 4 4 8 8 21 26 28 25
9165 cell1_MACS_peak_5828 5 4 6 3 10 9 11 10
9166 cell1_MACS_peak_5829 5 6 8 8 20 16 18 23
9167 cell1_MACS_peak_583 9 8 9 10 7 7 7 8
9168 cell1_MACS_peak_5836 12 12 18 14 34 38 37 41
9169 cell1_MACS_peak_5838 14 14 11 9 19 10 17 18
9170 cell1_MACS_peak_5863 11 11 9 12 20 17 17 18
9171 cell1_MACS_peak_5866 5 8 14 13 36 30 29 34
9172 cell1_MACS_peak_5868 11 10 16 12 35 30 38 36
9173 cell1_MACS_peak_5870 6 12 9 12 18 24 25 26
9174 cell1_MACS_peak_5873 6 8 7 8 17 17 17 17
9175 cell1_MACS_peak_5879 4 2 7 3 13 12 14 16
9176 cell1_MACS_peak_5886 2 4 4 5 14 16 17 16
9177 cell1_MACS_peak_5887 2 3 3 2 10 8 9 9
9178 cell1_MACS_peak_5888 5 4 4 2 10 12 20 12
9179 cell1_MACS_peak_5890 5 2 4 7 16 18 15 16
9180 cell1_MACS_peak_5895 4 6 3 4 14 12 15 17
9181 cell1_MACS_peak_5896 5 6 7 3 15 15 13 16
9182 cell1_MACS_peak_59 3 1 4 3 12 14 12 17
9183 cell1_MACS_peak_5900 7 5 7 7 31 26 41 28
9184 cell1_MACS_peak_5904 1 1 2 3 7 10 12 9
9185 cell1_MACS_peak_5912 3 3 8 3 16 11 13 18
9186 cell1_MACS_peak_5922 18 11 15 15 26 32 33 36
9187 cell1_MACS_peak_5923 8 8 7 5 11 12 11 14
9188 cell1_MACS_peak_5928 4 6 8 7 12 12 13 14
9189 cell1_MACS_peak_5932 2 2 3 4 9 11 12 16
9190 cell1_MACS_peak_5939 8 11 13 11 18 21 14 20
9191 cell1_MACS_peak_5950 5 7 7 4 13 11 11 10
9192 cell1_MACS_peak_5953 4 9 10 11 37 38 38 41
9193 cell1_MACS_peak_5954 15 9 20 17 46 50 49 48
9194 cell1_MACS_peak_5980 2 4 6 3 15 14 12 9
9195 cell1_MACS_peak_5981 14 3 11 10 43 42 56 50
9196 cell1_MACS_peak_5986 6 7 8 8 14 13 13 11
9197 cell1_MACS_peak_5987 4 4 6 3 12 10 12 14
9198 cell1_MACS_peak_5988 5 6 6 8 14 13 10 16
9199 cell1_MACS_peak_5989 3 4 6 10 23 20 25 26
9200 cell1_MACS_peak_5995 3 2 2 2 8 11 12 11
9201 cell1_MACS_peak_5996 5 5 13 4 21 23 25 27
9202 cell1_MACS_peak_5998 7 3 6 6 18 18 16 16
9203 cell1_MACS_peak_6000 1 2 5 7 17 12 15 17
9204 cell1_MACS_peak_6001 3 4 4 8 21 18 21 19
9205 cell1_MACS_peak_6005 8 7 13 14 44 44 51 44
9206 cell1_MACS_peak_6011 2 1 6 4 18 13 16 18
9207 cell1_MACS_peak_6012 5 3 9 5 21 18 17 23
9208 cell1_MACS_peak_6014 9 11 17 10 26 28 30 30
9209 cell1_MACS_peak_6017 10 6 8 9 21 20 16 19
9210 cell1_MACS_peak_6021 2 6 7 8 24 26 33 29
9211 cell1_MACS_peak_6028 2 2 5 4 12 10 15 16
9212 cell1_MACS_peak_6031 8 4 7 5 13 9 12 14
9213 cell1_MACS_peak_6033 1 1 4 2 10 12 10 10
9214 cell1_MACS_peak_6034 4 2 2 5 6 9 13 13
9215 cell1_MACS_peak_6039 5 4 6 11 40 43 40 40
9216 cell1_MACS_peak_6042 12 13 17 17 27 23 26 25
9217 cell1_MACS_peak_6060 10 14 11 13 33 28 34 36
9218 cell1_MACS_peak_6066 11 13 13 11 13 13 11 18
9219 cell1_MACS_peak_6069 7 3 5 3 12 11 10 7
9220 cell1_MACS_peak_6078 6 8 10 5 18 16 28 21
9221 cell1_MACS_peak_6084 3 2 5 4 12 8 10 11
9222 cell1_MACS_peak_6085 7 9 7 6 19 13 16 17
9223 cell1_MACS_peak_6087 4 3 9 7 14 14 16 25
9224 cell1_MACS_peak_609 11 9 7 5 13 11 11 15
9225 cell1_MACS_peak_6096 12 8 12 12 37 41 45 45
9226 cell1_MACS_peak_6098 12 8 7 10 21 14 22 18
9227 cell1_MACS_peak_6105 7 6 3 5 11 8 17 18
9228 cell1_MACS_peak_611 25 32 37 45 112 121 121 123
9229 cell1_MACS_peak_6115 3 3 2 2 11 9 11 9
9230 cell1_MACS_peak_6116 4 6 4 7 12 10 14 12
9231 cell1_MACS_peak_6129 4 2 2 4 15 8 20 19
9232 cell1_MACS_peak_6130 10 15 15 13 27 27 24 29
9233 cell1_MACS_peak_6131 8 9 6 6 17 19 21 20
9234 cell1_MACS_peak_6132 4 4 7 5 17 21 26 24
9235 cell1_MACS_peak_6136 4 5 5 6 12 12 12 13
9236 cell1_MACS_peak_6149 12 15 17 22 39 52 52 56
9237 cell1_MACS_peak_6150 6 8 10 10 25 21 28 27
9238 cell1_MACS_peak_6151 8 4 5 7 21 20 23 24
9239 cell1_MACS_peak_6160 15 17 22 19 41 44 50 52
9240 cell1_MACS_peak_6162 5 4 8 6 21 18 21 22
9241 cell1_MACS_peak_6170 7 4 13 9 24 30 28 30
9242 cell1_MACS_peak_6171 5 6 8 7 11 10 15 11
9243 cell1_MACS_peak_6186 7 9 11 10 18 16 22 24
9244 cell1_MACS_peak_6187 1 3 7 5 11 12 13 12
9245 cell1_MACS_peak_6210 17 19 20 18 36 36 38 37
9246 cell1_MACS_peak_6220 9 7 8 9 16 12 16 13
9247 cell1_MACS_peak_6230 2 2 2 2 10 7 8 8
9248 cell1_MACS_peak_6241 4 7 4 7 18 14 19 17
9249 cell1_MACS_peak_6242 2 4 7 7 11 11 14 11
9250 cell1_MACS_peak_6251 4 2 3 5 24 21 19 24
9251 cell1_MACS_peak_6253 5 3 6 6 18 16 17 19
9252 cell1_MACS_peak_6258 5 3 2 5 6 6 12 10
9253 cell1_MACS_peak_6261 6 11 9 6 21 24 21 20
9254 cell1_MACS_peak_6266 3 3 2 11 27 28 27 31
9255 cell1_MACS_peak_6275 2 1 1 4 14 15 13 11
9256 cell1_MACS_peak_6276 6 2 5 5 9 12 15 12
9257 cell1_MACS_peak_6277 3 2 7 6 15 18 19 20
9258 cell1_MACS_peak_6280 7 10 11 14 21 22 27 24
9259 cell1_MACS_peak_6281 12 17 22 17 53 45 57 57
9260 cell1_MACS_peak_6290 6 3 4 8 14 18 14 16
9261 cell1_MACS_peak_6299 0 2 4 1 9 15 13 11
9262 cell1_MACS_peak_6306 4 1 2 3 17 15 14 17
9263 cell1_MACS_peak_6308 12 9 10 11 18 15 16 18
9264 cell1_MACS_peak_6314 2 3 5 4 10 9 7 6
9265 cell1_MACS_peak_6316 0 4 2 2 17 11 15 14
9266 cell1_MACS_peak_6323 5 8 3 6 14 13 12 18
9267 cell1_MACS_peak_6333 4 3 3 3 11 13 11 12
9268 cell1_MACS_peak_6347 7 5 4 6 12 11 9 13
9269 cell1_MACS_peak_6354 7 4 4 7 16 15 21 20
9270 cell1_MACS_peak_6355 3 1 3 6 18 14 19 19
9271 cell1_MACS_peak_6357 10 7 10 14 22 22 20 26
9272 cell1_MACS_peak_6368 1 3 4 0 8 10 11 11
9273 cell1_MACS_peak_6370 10 12 17 11 24 22 26 26
9274 cell1_MACS_peak_6372 12 14 17 13 22 21 32 27
9275 cell1_MACS_peak_6374 4 4 5 2 20 16 16 14
9276 cell1_MACS_peak_6376 9 10 8 13 20 21 24 21
9277 cell1_MACS_peak_6379 3 6 2 5 12 5 10 9
9278 cell1_MACS_peak_6386 11 14 22 12 40 47 36 41
9279 cell1_MACS_peak_6388 5 6 9 10 37 25 39 32
9280 cell1_MACS_peak_639 9 6 14 15 26 29 28 24
9281 cell1_MACS_peak_6395 2 3 5 3 14 15 15 15
9282 cell1_MACS_peak_6407 8 7 9 6 34 36 43 43
9283 cell1_MACS_peak_6408 1 2 5 3 17 11 15 17
9284 cell1_MACS_peak_6416 3 2 5 2 20 19 18 24
9285 cell1_MACS_peak_6417 4 2 1 6 11 12 14 12
9286 cell1_MACS_peak_6419 5 0 2 5 9 6 9 6
9287 cell1_MACS_peak_642 5 6 6 6 18 20 20 20
9288 cell1_MACS_peak_6420 2 5 5 6 12 17 13 19
9289 cell1_MACS_peak_6424 5 4 3 2 14 10 13 14
9290 cell1_MACS_peak_6425 6 4 5 7 16 21 22 25
9291 cell1_MACS_peak_6428 1 2 3 1 9 9 5 8
9292 cell1_MACS_peak_6431 9 8 12 8 18 19 21 11
9293 cell1_MACS_peak_6432 4 4 4 9 15 14 16 16
9294 cell1_MACS_peak_6434 1 0 3 5 13 15 12 12
9295 cell1_MACS_peak_6442 6 3 4 8 16 11 19 17
9296 cell1_MACS_peak_6453 7 3 9 5 18 14 22 25
9297 cell1_MACS_peak_6456 1 1 4 3 12 9 14 12
9298 cell1_MACS_peak_6460 6 5 4 7 18 14 16 19
9299 cell1_MACS_peak_6463 4 11 15 16 33 25 40 43
9300 cell1_MACS_peak_6464 11 12 12 13 21 26 25 22
9301 cell1_MACS_peak_6471 10 12 12 11 16 15 22 19
9302 cell1_MACS_peak_6476 11 9 8 9 16 18 16 14
9303 cell1_MACS_peak_6477 10 14 14 14 30 29 27 36
9304 cell1_MACS_peak_6481 1 2 0 1 12 7 11 11
9305 cell1_MACS_peak_6497 6 6 6 4 10 15 15 16
9306 cell1_MACS_peak_6499 3 2 3 4 11 9 13 15
9307 cell1_MACS_peak_65 7 8 6 8 13 13 9 17
9308 cell1_MACS_peak_6500 3 4 3 3 17 17 18 19
9309 cell1_MACS_peak_6504 8 5 14 7 32 37 36 39
9310 cell1_MACS_peak_6510 1 1 0 2 10 6 10 8
9311 cell1_MACS_peak_6512 0 1 3 4 14 17 19 14
9312 cell1_MACS_peak_6517 4 6 5 8 16 14 17 15
9313 cell1_MACS_peak_6522 6 3 9 1 25 28 27 31
9314 cell1_MACS_peak_6523 23 17 23 25 62 68 65 74
9315 cell1_MACS_peak_6526 8 8 15 16 31 35 39 33
9316 cell1_MACS_peak_6527 2 3 3 6 14 21 24 22
9317 cell1_MACS_peak_6530 6 4 11 6 24 31 26 35
9318 cell1_MACS_peak_6535 2 2 4 4 15 13 15 15
9319 cell1_MACS_peak_6539 8 8 8 10 28 30 31 32
9320 cell1_MACS_peak_6540 8 7 7 4 18 12 13 13
9321 cell1_MACS_peak_6541 8 9 11 5 30 23 28 28
9322 cell1_MACS_peak_6543 7 5 14 7 14 14 12 14
9323 cell1_MACS_peak_6549 4 4 8 7 21 22 16 19
9324 cell1_MACS_peak_6551 6 7 16 10 32 24 33 31
9325 cell1_MACS_peak_6571 2 3 3 1 7 7 9 6
9326 cell1_MACS_peak_6575 2 4 5 2 14 13 15 16
9327 cell1_MACS_peak_6576 2 3 4 6 12 15 13 11
9328 cell1_MACS_peak_6581 8 8 13 8 19 16 19 23
9329 cell1_MACS_peak_6583 10 9 7 7 18 13 19 18
9330 cell1_MACS_peak_6585 0 3 2 2 10 8 12 11
9331 cell1_MACS_peak_6590 4 7 6 7 14 19 26 14
9332 cell1_MACS_peak_6606 5 4 12 8 17 18 19 17
9333 cell1_MACS_peak_6607 2 2 3 4 12 11 11 14
9334 cell1_MACS_peak_6610 2 2 3 6 30 17 16 29
9335 cell1_MACS_peak_6617 21 18 38 35 113 112 122 130
9336 cell1_MACS_peak_6627 2 2 4 4 7 10 11 12
9337 cell1_MACS_peak_6629 9 9 11 9 12 16 19 21
9338 cell1_MACS_peak_6639 3 2 3 1 15 14 12 15
9339 cell1_MACS_peak_6642 4 6 12 13 19 18 22 23
9340 cell1_MACS_peak_6643 3 2 7 5 11 11 13 9
9341 cell1_MACS_peak_6646 3 3 6 4 16 10 14 16
9342 cell1_MACS_peak_6659 1 1 1 1 5 7 6 4
9343 cell1_MACS_peak_6663 10 8 12 14 35 33 33 38
9344 cell1_MACS_peak_6664 11 7 11 8 22 21 23 23
9345 cell1_MACS_peak_6667 0 3 3 3 10 11 11 11
9346 cell1_MACS_peak_6669 11 10 15 14 15 19 18 17
9347 cell1_MACS_peak_6672 3 4 6 7 14 15 18 18
9348 cell1_MACS_peak_6678 7 9 10 10 17 13 12 18
9349 cell1_MACS_peak_6679 8 10 10 6 20 17 19 21
9350 cell1_MACS_peak_6686 2 2 2 4 9 9 11 7
9351 cell1_MACS_peak_6687 1 4 3 3 11 10 14 12
9352 cell1_MACS_peak_6698 2 4 6 0 7 9 9 10
9353 cell1_MACS_peak_6708 4 4 12 15 25 27 31 34
9354 cell1_MACS_peak_6719 2 4 9 4 15 9 11 16
9355 cell1_MACS_peak_672 5 5 5 6 12 11 14 11
9356 cell1_MACS_peak_673 15 17 16 17 28 20 24 23
9357 cell1_MACS_peak_6730 8 8 4 9 22 23 21 21
9358 cell1_MACS_peak_6735 0 2 1 2 10 8 10 12
9359 cell1_MACS_peak_6736 4 4 4 5 19 18 16 22
9360 cell1_MACS_peak_6737 3 3 1 4 12 10 12 12
9361 cell1_MACS_peak_6743 4 3 5 5 15 10 18 16
9362 cell1_MACS_peak_6760 1 0 2 1 5 8 9 8
9363 cell1_MACS_peak_6761 2 5 8 5 23 20 18 26
9364 cell1_MACS_peak_6763 5 4 4 8 13 16 20 19
9365 cell1_MACS_peak_6768 7 3 5 7 14 11 7 14
9366 cell1_MACS_peak_678 6 8 6 9 8 10 12 10
9367 cell1_MACS_peak_6783 6 5 7 5 6 8 9 8
9368 cell1_MACS_peak_6785 4 3 3 6 16 16 17 21
9369 cell1_MACS_peak_679 5 5 6 7 12 14 13 19
9370 cell1_MACS_peak_6793 4 5 6 4 16 17 17 19
9371 cell1_MACS_peak_6795 3 4 3 4 6 11 13 11
9372 cell1_MACS_peak_6802 10 9 9 12 23 26 27 27
9373 cell1_MACS_peak_6808 6 4 3 5 14 16 11 13
9374 cell1_MACS_peak_6813 2 1 1 3 6 8 7 11
9375 cell1_MACS_peak_6816 0 1 4 5 9 6 11 9
9376 cell1_MACS_peak_6817 4 3 6 4 11 18 15 20
9377 cell1_MACS_peak_6824 4 2 8 5 14 16 18 18
9378 cell1_MACS_peak_6833 12 13 15 26 54 56 54 57
9379 cell1_MACS_peak_6841 7 6 5 9 22 21 23 21
9380 cell1_MACS_peak_6844 1 1 2 3 15 17 16 12
9381 cell1_MACS_peak_6848 5 3 8 4 10 17 13 14
9382 cell1_MACS_peak_685 0 1 4 3 9 9 11 8
9383 cell1_MACS_peak_6858 14 5 6 11 43 38 45 43
9384 cell1_MACS_peak_686 14 10 10 15 26 26 20 26
9385 cell1_MACS_peak_6866 5 5 5 7 15 13 17 16
9386 cell1_MACS_peak_6868 9 9 17 17 63 50 55 64
9387 cell1_MACS_peak_6869 6 2 7 7 13 12 10 12
9388 cell1_MACS_peak_6870 7 7 7 7 29 31 36 37
9389 cell1_MACS_peak_6871 3 3 1 8 13 9 17 16
9390 cell1_MACS_peak_6872 5 7 5 6 5 9 8 10
9391 cell1_MACS_peak_6873 4 3 7 3 10 9 13 15
9392 cell1_MACS_peak_6878 3 4 2 2 6 10 12 11
9393 cell1_MACS_peak_6886 1 4 4 2 8 9 10 10
9394 cell1_MACS_peak_6896 10 8 12 12 28 23 25 25
9395 cell1_MACS_peak_6897 4 3 7 5 18 12 16 18
9396 cell1_MACS_peak_6898 8 5 8 6 17 14 18 15
9397 cell1_MACS_peak_6906 4 3 5 8 13 18 20 23
9398 cell1_MACS_peak_6907 2 3 5 0 12 9 13 13
9399 cell1_MACS_peak_6908 0 3 3 10 16 15 16 13
9400 cell1_MACS_peak_6919 1 4 5 3 5 10 10 10
9401 cell1_MACS_peak_692 5 7 6 2 12 11 14 16
9402 cell1_MACS_peak_6920 4 5 7 4 9 9 9 10
9403 cell1_MACS_peak_6929 2 1 1 2 10 9 11 11
9404 cell1_MACS_peak_6934 6 8 12 12 21 28 32 32
9405 cell1_MACS_peak_6935 5 7 15 8 26 29 33 32
9406 cell1_MACS_peak_6943 4 4 6 5 11 9 12 14
9407 cell1_MACS_peak_6947 12 12 17 14 48 53 65 57
9408 cell1_MACS_peak_6956 8 5 10 9 29 21 28 27
9409 cell1_MACS_peak_6973 18 14 15 20 48 46 50 51
9410 cell1_MACS_peak_6994 4 2 3 2 13 7 10 12
9411 cell1_MACS_peak_70 5 4 10 10 26 22 19 28
9412 cell1_MACS_peak_7002 4 5 4 5 13 11 18 15
9413 cell1_MACS_peak_7005 10 13 16 12 32 27 36 34
9414 cell1_MACS_peak_701 7 6 6 8 7 11 10 15
9415 cell1_MACS_peak_7012 12 12 10 13 14 13 13 16
9416 cell1_MACS_peak_7016 6 8 8 5 13 17 17 11
9417 cell1_MACS_peak_7025 7 6 12 9 16 17 22 21
9418 cell1_MACS_peak_7036 1 2 3 3 15 8 10 16
9419 cell1_MACS_peak_7043 15 14 11 15 17 23 23 20
9420 cell1_MACS_peak_7044 4 5 6 4 4 8 11 7
9421 cell1_MACS_peak_7054 3 3 6 1 9 12 11 7
9422 cell1_MACS_peak_7062 5 6 5 6 7 10 11 11
9423 cell1_MACS_peak_7072 5 7 7 7 13 20 19 18
9424 cell1_MACS_peak_7076 6 7 4 10 11 17 15 16
9425 cell1_MACS_peak_7077 4 5 7 9 17 12 15 11
9426 cell1_MACS_peak_7084 2 4 4 6 10 9 11 10
9427 cell1_MACS_peak_7089 4 4 4 6 7 9 11 11
9428 cell1_MACS_peak_7096 7 8 10 7 16 15 19 18
9429 cell1_MACS_peak_7099 17 12 15 17 44 48 51 44
9430 cell1_MACS_peak_710 8 10 4 7 17 17 21 17
9431 cell1_MACS_peak_7113 15 21 43 44 119 120 125 130
9432 cell1_MACS_peak_7122 3 4 5 7 17 10 12 16
9433 cell1_MACS_peak_7125 13 11 13 12 11 15 17 17
9434 cell1_MACS_peak_7126 7 12 14 12 13 16 15 16
9435 cell1_MACS_peak_7128 9 5 9 10 16 12 17 16
9436 cell1_MACS_peak_715 10 9 12 11 12 12 9 11
9437 cell1_MACS_peak_7151 5 4 8 5 25 24 20 23
9438 cell1_MACS_peak_7159 7 3 8 7 16 17 16 14
9439 cell1_MACS_peak_7169 0 1 1 4 11 10 10 11
9440 cell1_MACS_peak_7179 16 16 20 19 12 16 13 21
9441 cell1_MACS_peak_7180 2 3 2 5 7 11 12 11
9442 cell1_MACS_peak_7201 4 4 5 7 12 14 17 16
9443 cell1_MACS_peak_7212 7 9 14 13 18 17 22 18
9444 cell1_MACS_peak_7228 14 16 14 19 40 39 50 46
9445 cell1_MACS_peak_723 22 18 22 24 29 26 27 22
9446 cell1_MACS_peak_7230 6 5 3 5 8 6 10 9
9447 cell1_MACS_peak_7231 4 4 5 9 12 17 18 17
9448 cell1_MACS_peak_7232 9 5 16 8 24 28 30 32
9449 cell1_MACS_peak_7233 5 5 8 10 16 14 18 19
9450 cell1_MACS_peak_7235 2 2 4 5 10 10 10 13
9451 cell1_MACS_peak_7239 3 2 3 3 15 13 16 11
9452 cell1_MACS_peak_7243 5 4 6 5 14 7 12 13
9453 cell1_MACS_peak_7245 8 8 11 8 11 14 11 9
9454 cell1_MACS_peak_7275 8 6 9 11 17 15 19 14
9455 cell1_MACS_peak_7278 3 6 9 7 17 17 17 15
9456 cell1_MACS_peak_7280 11 9 10 8 11 12 15 12
9457 cell1_MACS_peak_7284 11 11 10 7 31 31 25 34
9458 cell1_MACS_peak_7298 3 3 4 6 19 16 22 20
9459 cell1_MACS_peak_7307 6 9 7 6 10 15 15 16
9460 cell1_MACS_peak_7310 8 7 8 14 24 27 24 29
9461 cell1_MACS_peak_7312 19 16 35 19 85 75 93 97
9462 cell1_MACS_peak_7314 2 3 5 4 8 9 9 9
9463 cell1_MACS_peak_7322 8 7 8 11 11 13 13 13
9464 cell1_MACS_peak_7330 2 3 5 7 15 13 15 13
9465 cell1_MACS_peak_7332 3 5 3 3 13 11 16 10
9466 cell1_MACS_peak_7335 5 8 4 7 15 13 18 14
9467 cell1_MACS_peak_7342 5 7 6 9 8 11 12 7
9468 cell1_MACS_peak_7351 15 15 32 28 85 80 91 85
9469 cell1_MACS_peak_7358 8 8 11 7 17 17 15 18
9470 cell1_MACS_peak_7378 4 5 9 7 15 19 17 13
9471 cell1_MACS_peak_7379 3 3 2 5 16 13 15 12
9472 cell1_MACS_peak_7383 4 3 7 10 19 16 16 13
9473 cell1_MACS_peak_7401 4 7 5 3 14 11 12 13
9474 cell1_MACS_peak_7404 0 1 3 2 8 10 10 9
9475 cell1_MACS_peak_7412 4 4 4 7 12 14 10 11
9476 cell1_MACS_peak_7415 6 4 5 5 9 13 13 15
9477 cell1_MACS_peak_7430 3 5 1 7 12 13 14 11
9478 cell1_MACS_peak_7437 4 7 8 9 20 20 27 19
9479 cell1_MACS_peak_7438 5 6 3 7 29 25 39 35
9480 cell1_MACS_peak_7450 15 9 16 16 28 25 27 29
9481 cell1_MACS_peak_7453 3 6 6 9 17 11 19 17
9482 cell1_MACS_peak_7456 1 5 3 5 15 20 19 14
9483 cell1_MACS_peak_7459 2 6 3 4 11 11 14 12
9484 cell1_MACS_peak_7460 3 3 3 4 10 10 13 14
9485 cell1_MACS_peak_7462 0 2 3 2 10 11 7 11
9486 cell1_MACS_peak_7465 9 8 13 8 14 23 24 22
9487 cell1_MACS_peak_7471 9 10 9 6 14 16 12 13
9488 cell1_MACS_peak_748 13 14 12 17 24 15 22 22
9489 cell1_MACS_peak_7491 3 6 7 3 10 12 11 9
9490 cell1_MACS_peak_7493 1 0 3 0 7 8 7 8
9491 cell1_MACS_peak_7494 3 3 4 8 9 11 14 18
9492 cell1_MACS_peak_7495 3 2 4 6 10 10 13 17
9493 cell1_MACS_peak_7497 1 2 5 5 11 11 11 13
9494 cell1_MACS_peak_7501 3 4 4 4 13 11 13 13
9495 cell1_MACS_peak_7512 3 2 6 9 13 14 15 13
9496 cell1_MACS_peak_7513 7 8 9 11 10 10 16 18
9497 cell1_MACS_peak_7516 2 2 3 3 6 7 6 9
9498 cell1_MACS_peak_7518 5 4 8 9 17 20 17 19
9499 cell1_MACS_peak_7519 7 11 13 8 31 28 22 31
9500 cell1_MACS_peak_7520 8 10 7 10 23 28 32 30
9501 cell1_MACS_peak_7536 10 11 18 17 52 50 57 48
9502 cell1_MACS_peak_7537 10 10 10 13 19 14 17 16
9503 cell1_MACS_peak_7550 15 15 22 23 53 55 58 50
9504 cell1_MACS_peak_7553 1 1 5 5 10 12 12 12
9505 cell1_MACS_peak_7555 13 11 13 10 14 16 16 14
9506 cell1_MACS_peak_7557 8 13 15 13 18 22 21 17
9507 cell1_MACS_peak_7565 7 6 10 7 17 13 20 15
9508 cell1_MACS_peak_7566 9 8 16 16 29 35 35 38
9509 cell1_MACS_peak_757 3 3 9 4 10 13 14 12
9510 cell1_MACS_peak_7570 3 2 6 5 12 13 16 15
9511 cell1_MACS_peak_7571 21 32 39 28 97 84 91 95
9512 cell1_MACS_peak_7579 8 10 9 11 18 20 18 19
9513 cell1_MACS_peak_7582 2 4 5 5 12 9 13 13
9514 cell1_MACS_peak_759 8 9 7 10 15 13 12 15
9515 cell1_MACS_peak_7591 13 9 25 10 33 23 38 33
9516 cell1_MACS_peak_7593 9 11 13 8 36 25 32 30
9517 cell1_MACS_peak_7598 5 3 10 9 17 24 30 30
9518 cell1_MACS_peak_7611 4 6 3 7 6 8 8 5
9519 cell1_MACS_peak_7617 7 8 10 11 25 24 24 23
9520 cell1_MACS_peak_7625 2 2 3 5 13 11 14 14
9521 cell1_MACS_peak_7626 10 6 7 10 20 25 21 27
9522 cell1_MACS_peak_7632 8 9 11 11 10 9 9 10
9523 cell1_MACS_peak_7633 8 8 13 9 19 22 24 32
9524 cell1_MACS_peak_7634 7 7 8 9 17 13 16 18
9525 cell1_MACS_peak_7640 3 3 2 8 13 14 17 18
9526 cell1_MACS_peak_7645 9 8 17 19 43 46 55 56
9527 cell1_MACS_peak_765 3 2 4 4 16 18 14 15
9528 cell1_MACS_peak_7651 7 7 6 7 16 19 17 25
9529 cell1_MACS_peak_7659 0 1 3 0 8 11 9 8
9530 cell1_MACS_peak_7661 3 2 9 3 20 25 23 27
9531 cell1_MACS_peak_7664 3 5 10 7 21 21 22 22
9532 cell1_MACS_peak_7665 1 1 4 2 13 10 10 7
9533 cell1_MACS_peak_7674 7 2 4 7 8 11 12 12
