V1 V2 V3 V5 V6 V11 V12 V14 V15
5330 cell1_MACS_peak_36163 3 6 4 12 15 18 18 17
5331 cell1_MACS_peak_3617 23 15 12 18 20 18 25 21
5332 cell1_MACS_peak_36170 4 5 3 5 17 17 17 15
5333 cell1_MACS_peak_36174 2 5 5 5 27 33 34 29
5334 cell1_MACS_peak_36192 15 18 23 22 61 67 71 66
5335 cell1_MACS_peak_36197 2 1 1 1 7 5 10 7
5336 cell1_MACS_peak_36207 2 5 6 4 19 18 21 23
5337 cell1_MACS_peak_36209 4 1 3 3 4 6 5 5
5338 cell1_MACS_peak_36216 4 4 9 10 15 23 25 25
5339 cell1_MACS_peak_36231 1 0 6 1 9 4 13 12
5340 cell1_MACS_peak_36234 2 1 3 3 9 9 9 7
5341 cell1_MACS_peak_3624 14 12 14 17 19 21 24 21
5342 cell1_MACS_peak_36243 2 2 7 3 10 8 13 11
5343 cell1_MACS_peak_36255 3 2 3 3 10 10 12 12
5344 cell1_MACS_peak_36259 2 2 3 3 13 13 15 19
5345 cell1_MACS_peak_36260 2 3 6 3 6 7 8 12
5346 cell1_MACS_peak_36266 2 0 6 6 9 14 17 17
5347 cell1_MACS_peak_36275 1 2 2 2 10 11 9 8
5348 cell1_MACS_peak_36276 4 6 6 7 26 23 29 28
5349 cell1_MACS_peak_36277 2 5 4 3 17 16 16 22
5350 cell1_MACS_peak_36278 8 10 10 17 30 34 38 36
5351 cell1_MACS_peak_36282 3 2 1 4 11 10 13 16
5352 cell1_MACS_peak_3629 9 11 8 9 12 10 8 10
5353 cell1_MACS_peak_36299 7 8 4 7 17 22 17 24
5354 cell1_MACS_peak_36319 7 9 11 10 21 22 18 15
5355 cell1_MACS_peak_36325 8 5 7 6 15 10 18 14
5356 cell1_MACS_peak_36329 3 3 4 6 17 9 17 12
5357 cell1_MACS_peak_36330 28 27 32 32 26 29 30 30
5358 cell1_MACS_peak_36338 14 14 20 14 34 39 34 30
5359 cell1_MACS_peak_36343 13 10 13 7 14 13 15 14
5360 cell1_MACS_peak_36348 6 7 7 7 18 18 18 21
5361 cell1_MACS_peak_36369 10 12 13 16 31 24 24 31
5362 cell1_MACS_peak_36375 4 5 5 10 16 9 17 16
5363 cell1_MACS_peak_36390 6 4 8 9 14 15 17 14
5364 cell1_MACS_peak_36392 11 15 26 24 50 43 58 49
5365 cell1_MACS_peak_36395 13 12 11 13 17 14 11 13
5366 cell1_MACS_peak_36399 1 2 3 2 10 7 12 8
5367 cell1_MACS_peak_3640 11 15 11 15 15 14 16 14
5368 cell1_MACS_peak_36401 4 5 5 2 12 6 13 10
5369 cell1_MACS_peak_36402 1 3 1 3 13 10 16 15
5370 cell1_MACS_peak_36406 6 4 12 5 23 24 27 38
5371 cell1_MACS_peak_36409 7 6 8 9 18 20 15 23
5372 cell1_MACS_peak_36410 7 6 4 7 13 11 14 17
5373 cell1_MACS_peak_36413 3 3 4 6 9 13 10 12
5374 cell1_MACS_peak_36416 7 6 8 10 13 11 16 17
5375 cell1_MACS_peak_36417 8 8 10 14 24 23 23 26
5376 cell1_MACS_peak_36419 1 1 1 2 5 7 6 8
5377 cell1_MACS_peak_3642 8 7 9 15 20 19 19 20
5378 cell1_MACS_peak_36425 9 11 15 10 23 23 20 28
5379 cell1_MACS_peak_3643 8 11 12 12 29 27 33 30
5380 cell1_MACS_peak_36430 13 14 14 24 57 65 77 69
5381 cell1_MACS_peak_36437 3 2 5 2 11 10 8 9
5382 cell1_MACS_peak_36438 3 4 6 10 21 26 19 23
5383 cell1_MACS_peak_36441 2 4 4 0 13 14 16 13
5384 cell1_MACS_peak_36447 2 4 4 2 15 12 16 15
5385 cell1_MACS_peak_36449 3 3 3 6 9 6 10 7
5386 cell1_MACS_peak_36450 4 3 3 5 14 13 16 13
5387 cell1_MACS_peak_36460 3 5 5 3 11 14 9 12
5388 cell1_MACS_peak_36461 7 5 7 6 14 20 17 18
5389 cell1_MACS_peak_36463 7 6 6 6 16 14 24 21
5390 cell1_MACS_peak_36468 5 5 7 10 23 21 29 29
5391 cell1_MACS_peak_36471 4 3 4 6 11 12 13 17
5392 cell1_MACS_peak_36476 2 4 4 6 6 12 10 9
5393 cell1_MACS_peak_36477 4 3 2 6 11 8 11 13
5394 cell1_MACS_peak_36485 8 11 20 13 41 42 44 41
5395 cell1_MACS_peak_36489 6 8 10 6 19 15 22 18
5396 cell1_MACS_peak_36499 6 6 9 8 14 15 16 16
5397 cell1_MACS_peak_36508 1 1 3 4 10 13 12 11
5398 cell1_MACS_peak_36512 8 9 5 14 42 37 35 46
5399 cell1_MACS_peak_36519 4 5 5 7 11 12 13 11
5400 cell1_MACS_peak_36520 3 5 6 5 19 19 13 20
5401 cell1_MACS_peak_36525 9 8 12 8 21 23 22 24
5402 cell1_MACS_peak_36533 12 13 9 9 10 13 14 12
5403 cell1_MACS_peak_36534 3 3 6 6 12 13 19 16
5404 cell1_MACS_peak_36541 5 6 7 5 10 7 10 11
5405 cell1_MACS_peak_36547 14 15 13 15 39 34 43 36
5406 cell1_MACS_peak_36549 7 4 7 3 15 13 15 16
5407 cell1_MACS_peak_36553 10 6 10 15 33 35 42 37
5408 cell1_MACS_peak_36556 6 6 5 9 13 13 13 11
5409 cell1_MACS_peak_36560 7 9 8 7 12 12 13 13
5410 cell1_MACS_peak_36562 3 7 13 6 13 11 12 13
5411 cell1_MACS_peak_36567 9 12 19 15 34 36 37 38
5412 cell1_MACS_peak_36573 10 11 16 10 14 14 12 15
5413 cell1_MACS_peak_36576 6 5 5 10 12 17 12 13
5414 cell1_MACS_peak_36581 13 16 17 22 32 41 43 31
5415 cell1_MACS_peak_36585 6 5 6 5 10 10 11 11
5416 cell1_MACS_peak_36592 3 3 6 5 12 12 12 15
5417 cell1_MACS_peak_36604 1 1 1 1 5 8 9 10
5418 cell1_MACS_peak_36607 2 2 3 4 11 8 12 8
5419 cell1_MACS_peak_36612 9 7 7 7 15 19 23 22
5420 cell1_MACS_peak_36624 3 5 7 9 16 17 24 22
5421 cell1_MACS_peak_36646 3 3 5 6 13 10 14 15
5422 cell1_MACS_peak_36654 5 7 10 6 13 14 14 14
5423 cell1_MACS_peak_36658 5 2 3 5 19 13 17 18
5424 cell1_MACS_peak_36660 3 2 2 4 7 11 9 8
5425 cell1_MACS_peak_36665 6 7 12 10 34 32 34 41
5426 cell1_MACS_peak_36666 2 3 2 3 12 13 17 13
5427 cell1_MACS_peak_36676 4 3 4 7 10 7 10 7
5428 cell1_MACS_peak_36678 3 2 4 6 11 7 8 7
5429 cell1_MACS_peak_36687 3 5 6 6 11 11 10 10
5430 cell1_MACS_peak_36689 4 4 3 5 10 10 8 12
5431 cell1_MACS_peak_3669 14 12 12 15 40 35 45 49
5432 cell1_MACS_peak_36696 2 1 2 2 10 11 10 11
5433 cell1_MACS_peak_36699 2 8 4 5 23 23 29 23
5434 cell1_MACS_peak_36710 2 6 7 2 12 10 12 8
5435 cell1_MACS_peak_36712 10 11 14 10 27 21 23 23
5436 cell1_MACS_peak_36716 11 17 18 20 38 42 40 41
5437 cell1_MACS_peak_36726 4 4 9 8 18 17 21 19
5438 cell1_MACS_peak_36728 3 2 6 10 22 18 20 17
5439 cell1_MACS_peak_36731 3 2 4 3 10 6 11 14
5440 cell1_MACS_peak_36732 7 9 7 10 18 16 21 15
5441 cell1_MACS_peak_36735 3 2 1 3 17 20 17 17
5442 cell1_MACS_peak_36737 5 3 7 6 22 20 26 24
5443 cell1_MACS_peak_36741 5 7 9 11 25 26 24 26
5444 cell1_MACS_peak_36744 3 2 7 5 18 17 25 22
5445 cell1_MACS_peak_36750 4 2 1 4 14 17 15 10
5446 cell1_MACS_peak_36752 4 6 9 13 56 54 55 61
5447 cell1_MACS_peak_36753 2 2 3 5 11 13 9 14
5448 cell1_MACS_peak_36757 2 1 5 5 8 10 8 9
5449 cell1_MACS_peak_36758 6 5 11 12 19 19 21 19
5450 cell1_MACS_peak_3676 7 6 13 9 23 24 24 29
5451 cell1_MACS_peak_36760 1 3 3 3 14 14 10 12
5452 cell1_MACS_peak_36763 10 7 9 7 13 12 16 13
5453 cell1_MACS_peak_36767 8 7 11 8 13 16 16 17
5454 cell1_MACS_peak_36771 5 7 13 9 39 31 45 40
5455 cell1_MACS_peak_3679 6 6 8 7 11 19 15 20
5456 cell1_MACS_peak_36791 11 8 14 11 32 27 28 30
5457 cell1_MACS_peak_36793 7 9 11 17 35 36 48 38
5458 cell1_MACS_peak_36795 11 5 12 12 46 37 39 42
5459 cell1_MACS_peak_36799 6 8 7 7 14 14 12 13
5460 cell1_MACS_peak_36803 5 7 9 7 20 15 17 15
5461 cell1_MACS_peak_36806 12 10 12 10 18 17 23 20
5462 cell1_MACS_peak_36808 6 8 7 7 11 9 8 10
5463 cell1_MACS_peak_36810 8 8 9 13 13 14 9 12
5464 cell1_MACS_peak_36811 15 14 15 15 14 15 14 12
5465 cell1_MACS_peak_36820 6 12 10 9 21 26 33 27
5466 cell1_MACS_peak_36821 4 4 4 7 14 13 20 20
5467 cell1_MACS_peak_36829 10 9 15 12 19 25 23 25
5468 cell1_MACS_peak_36839 14 12 11 16 15 12 20 15
5469 cell1_MACS_peak_3684 6 2 8 7 18 24 22 23
5470 cell1_MACS_peak_36841 16 12 19 12 26 22 29 25
5471 cell1_MACS_peak_36847 5 6 6 6 20 19 19 17
5472 cell1_MACS_peak_36849 13 10 21 21 26 32 30 27
5473 cell1_MACS_peak_36850 6 2 2 4 12 13 15 15
5474 cell1_MACS_peak_36863 2 2 0 3 11 7 12 11
5475 cell1_MACS_peak_36864 0 2 2 2 7 13 8 8
5476 cell1_MACS_peak_36866 8 7 13 10 25 25 22 20
5477 cell1_MACS_peak_36867 9 9 8 11 16 17 16 15
5478 cell1_MACS_peak_36873 6 7 12 10 24 24 24 24
5479 cell1_MACS_peak_36874 11 8 10 12 22 24 24 25
5480 cell1_MACS_peak_36878 5 5 7 8 10 12 8 7
5481 cell1_MACS_peak_36881 4 4 7 6 15 16 12 16
5482 cell1_MACS_peak_36885 4 4 4 6 7 16 11 14
5483 cell1_MACS_peak_3689 3 8 6 6 11 10 14 12
5484 cell1_MACS_peak_36903 11 7 11 12 14 21 19 16
5485 cell1_MACS_peak_36914 5 7 10 12 12 14 16 16
5486 cell1_MACS_peak_36917 5 8 12 13 23 25 21 26
5487 cell1_MACS_peak_36921 4 4 6 8 10 10 16 14
5488 cell1_MACS_peak_36938 9 9 10 8 16 14 21 13
5489 cell1_MACS_peak_36942 5 5 6 6 13 12 9 9
5490 cell1_MACS_peak_36947 10 10 12 9 24 18 20 17
5491 cell1_MACS_peak_36956 3 1 1 4 12 11 12 9
5492 cell1_MACS_peak_36966 3 5 7 10 23 22 23 24
5493 cell1_MACS_peak_36969 4 5 9 5 11 9 13 9
5494 cell1_MACS_peak_36977 13 15 11 15 24 24 27 28
5495 cell1_MACS_peak_36978 6 6 6 6 27 25 22 26
5496 cell1_MACS_peak_36990 14 14 15 14 24 24 23 25
5497 cell1_MACS_peak_36997 9 10 11 11 19 17 15 16
5498 cell1_MACS_peak_36998 6 7 8 10 15 20 21 17
5499 cell1_MACS_peak_37008 4 3 6 5 12 9 14 14
5500 cell1_MACS_peak_3703 2 3 6 5 16 13 20 19
5501 cell1_MACS_peak_37030 12 13 12 12 15 14 12 13
5502 cell1_MACS_peak_37034 7 8 8 14 26 22 22 24
5503 cell1_MACS_peak_3704 5 7 6 8 26 25 24 26
5504 cell1_MACS_peak_37046 4 1 4 3 10 11 11 8
5505 cell1_MACS_peak_37057 11 12 13 10 23 20 23 29
5506 cell1_MACS_peak_37060 7 6 9 5 15 16 12 14
5507 cell1_MACS_peak_37062 2 1 5 2 12 13 17 17
5508 cell1_MACS_peak_37068 9 8 12 10 30 26 30 27
5509 cell1_MACS_peak_37075 3 3 4 5 11 11 11 16
5510 cell1_MACS_peak_37076 12 6 8 10 26 31 30 32
5511 cell1_MACS_peak_37080 6 8 7 5 7 13 13 12
5512 cell1_MACS_peak_37084 7 7 10 9 25 19 27 26
5513 cell1_MACS_peak_37086 5 4 7 7 14 15 21 16
5514 cell1_MACS_peak_37092 15 14 20 16 28 41 46 39
5515 cell1_MACS_peak_37104 1 6 2 3 11 14 16 13
5516 cell1_MACS_peak_37107 9 7 11 9 27 20 32 28
5517 cell1_MACS_peak_3711 11 9 13 12 34 38 41 35
5518 cell1_MACS_peak_37111 3 2 7 5 7 11 15 15
5519 cell1_MACS_peak_37112 5 4 3 7 6 15 15 14
5520 cell1_MACS_peak_37119 6 4 7 7 17 20 22 12
5521 cell1_MACS_peak_37120 6 4 7 6 9 11 13 14
5522 cell1_MACS_peak_37129 5 8 4 8 26 23 28 26
5523 cell1_MACS_peak_3713 11 12 10 11 17 13 15 15
5524 cell1_MACS_peak_37136 3 2 2 3 10 9 8 9
5525 cell1_MACS_peak_37140 1 4 3 3 7 9 10 11
5526 cell1_MACS_peak_37144 13 11 23 25 71 78 74 77
5527 cell1_MACS_peak_37145 3 5 1 5 17 13 11 10
5528 cell1_MACS_peak_37148 6 4 8 3 18 19 19 19
5529 cell1_MACS_peak_37149 2 3 2 4 15 11 13 13
5530 cell1_MACS_peak_3715 9 4 10 9 14 16 11 14
5531 cell1_MACS_peak_37159 9 7 7 8 13 18 17 18
5532 cell1_MACS_peak_37163 6 8 10 13 14 19 16 20
5533 cell1_MACS_peak_3717 12 15 15 18 30 31 27 29
5534 cell1_MACS_peak_37180 5 6 6 5 12 12 19 17
5535 cell1_MACS_peak_37181 5 5 13 12 26 22 30 29
5536 cell1_MACS_peak_37190 5 5 8 10 15 14 20 16
5537 cell1_MACS_peak_37194 4 4 4 4 19 22 22 24
5538 cell1_MACS_peak_37195 5 4 6 6 11 9 11 11
5539 cell1_MACS_peak_3720 13 13 19 18 35 29 32 30
5540 cell1_MACS_peak_3721 10 11 10 11 12 13 11 17
5541 cell1_MACS_peak_37218 3 4 6 7 11 14 11 14
5542 cell1_MACS_peak_37224 6 7 10 8 25 27 23 25
5543 cell1_MACS_peak_37234 7 5 7 10 16 21 17 18
5544 cell1_MACS_peak_3724 12 15 22 18 52 53 62 64
5545 cell1_MACS_peak_37242 4 6 7 2 11 12 12 15
5546 cell1_MACS_peak_37252 9 7 12 13 36 32 33 35
5547 cell1_MACS_peak_37260 5 2 6 7 12 20 24 18
5548 cell1_MACS_peak_37262 3 5 5 3 12 14 12 16
5549 cell1_MACS_peak_37266 10 9 9 9 16 17 15 17
5550 cell1_MACS_peak_37268 1 3 12 3 13 12 14 17
5551 cell1_MACS_peak_3727 4 3 5 4 12 12 12 12
5552 cell1_MACS_peak_37270 5 7 9 10 32 33 31 36
5553 cell1_MACS_peak_37281 12 9 14 11 17 21 23 20
5554 cell1_MACS_peak_37286 8 6 15 7 39 34 44 38
5555 cell1_MACS_peak_37291 1 4 3 1 12 10 14 13
5556 cell1_MACS_peak_37299 4 4 6 7 7 16 12 14
5557 cell1_MACS_peak_37305 7 5 7 5 11 7 13 14
5558 cell1_MACS_peak_37308 5 3 7 6 11 13 11 14
5559 cell1_MACS_peak_37312 8 9 9 10 11 7 14 11
5560 cell1_MACS_peak_37313 2 1 6 3 13 13 14 13
5561 cell1_MACS_peak_37316 14 21 31 43 100 110 120 119
5562 cell1_MACS_peak_37319 5 6 8 7 18 16 21 19
5563 cell1_MACS_peak_37321 14 14 8 17 26 25 35 35
5564 cell1_MACS_peak_37322 4 3 4 8 17 15 17 18
5565 cell1_MACS_peak_37324 3 10 7 10 27 34 30 34
5566 cell1_MACS_peak_37329 8 7 12 6 31 34 41 31
5567 cell1_MACS_peak_37331 10 7 16 9 27 30 26 34
5568 cell1_MACS_peak_37336 7 5 6 3 20 20 18 23
5569 cell1_MACS_peak_37340 1 5 5 7 16 10 17 13
5570 cell1_MACS_peak_37349 3 7 7 6 13 14 16 17
5571 cell1_MACS_peak_37357 4 3 5 0 9 10 12 11
5572 cell1_MACS_peak_37360 19 17 16 15 24 26 27 30
5573 cell1_MACS_peak_37365 5 4 5 3 15 12 11 14
5574 cell1_MACS_peak_37369 10 9 15 9 25 23 18 25
5575 cell1_MACS_peak_37371 9 5 5 6 11 12 12 9
5576 cell1_MACS_peak_37374 6 2 4 5 14 15 15 14
5577 cell1_MACS_peak_3738 3 2 7 6 10 14 15 8
5578 cell1_MACS_peak_37390 3 5 4 4 11 11 12 9
5579 cell1_MACS_peak_37392 0 1 1 3 3 8 8 6
5580 cell1_MACS_peak_37394 19 19 14 13 20 19 19 15
5581 cell1_MACS_peak_37398 5 4 4 5 12 10 9 12
5582 cell1_MACS_peak_37399 15 13 16 18 20 28 23 22
5583 cell1_MACS_peak_374 13 11 12 16 11 15 16 13
5584 cell1_MACS_peak_37402 9 8 8 7 9 10 9 10
5585 cell1_MACS_peak_37403 9 8 20 8 24 20 34 26
5586 cell1_MACS_peak_37407 7 7 4 7 25 23 27 23
5587 cell1_MACS_peak_37409 1 1 1 3 8 6 10 11
5588 cell1_MACS_peak_37410 3 3 5 2 16 13 14 11
5589 cell1_MACS_peak_37411 1 2 1 2 18 16 16 20
5590 cell1_MACS_peak_37426 5 5 9 8 8 10 11 14
5591 cell1_MACS_peak_37431 8 10 13 13 18 13 22 20
5592 cell1_MACS_peak_37432 1 2 1 5 13 10 10 13
5593 cell1_MACS_peak_37434 3 4 6 3 10 5 8 12
5594 cell1_MACS_peak_37451 6 5 7 7 18 19 16 17
5595 cell1_MACS_peak_37454 8 8 12 8 11 12 14 11
5596 cell1_MACS_peak_37461 0 1 4 2 8 10 8 10
5597 cell1_MACS_peak_37464 5 1 11 5 23 24 31 21
5598 cell1_MACS_peak_37469 2 3 3 3 9 8 8 11
5599 cell1_MACS_peak_3747 0 1 2 4 12 13 14 17
5600 cell1_MACS_peak_37478 6 4 5 5 10 8 6 14
5601 cell1_MACS_peak_37485 3 2 4 5 11 12 15 14
5602 cell1_MACS_peak_37488 3 4 7 5 15 17 10 13
5603 cell1_MACS_peak_37489 4 2 5 4 22 15 18 22
5604 cell1_MACS_peak_37491 4 3 3 3 8 8 11 10
5605 cell1_MACS_peak_37494 2 2 6 3 10 12 13 15
5606 cell1_MACS_peak_375 4 2 5 4 7 7 8 9
5607 cell1_MACS_peak_37500 7 10 10 11 19 16 18 17
5608 cell1_MACS_peak_37502 4 6 3 6 10 15 9 11
5609 cell1_MACS_peak_37514 3 11 8 6 18 25 27 26
5610 cell1_MACS_peak_37518 2 3 5 6 15 17 23 21
5611 cell1_MACS_peak_3752 5 0 4 5 11 14 11 12
5612 cell1_MACS_peak_37520 10 5 11 10 19 17 23 19
5613 cell1_MACS_peak_37521 4 3 8 5 15 12 17 18
5614 cell1_MACS_peak_37525 1 3 1 1 11 9 12 11
5615 cell1_MACS_peak_37530 5 8 5 4 9 12 8 11
5616 cell1_MACS_peak_37539 19 13 19 23 33 38 39 39
5617 cell1_MACS_peak_37558 6 3 7 5 19 18 18 17
5618 cell1_MACS_peak_3757 4 4 4 8 10 8 10 12
5619 cell1_MACS_peak_37576 0 5 3 1 10 9 14 12
5620 cell1_MACS_peak_37578 5 6 13 11 31 39 43 39
5621 cell1_MACS_peak_37580 3 2 8 6 13 14 15 20
5622 cell1_MACS_peak_3759 2 2 3 4 10 13 13 13
5623 cell1_MACS_peak_37597 13 9 9 10 9 13 10 12
5624 cell1_MACS_peak_37599 2 5 3 6 13 11 9 14
5625 cell1_MACS_peak_37600 5 7 8 8 12 9 10 13
5626 cell1_MACS_peak_37603 3 3 6 5 4 6 11 6
5627 cell1_MACS_peak_37611 10 15 14 21 36 32 41 42
5628 cell1_MACS_peak_37617 10 12 12 12 25 17 16 23
5629 cell1_MACS_peak_37619 7 8 8 8 9 11 9 17
5630 cell1_MACS_peak_37645 9 7 6 11 10 11 11 8
5631 cell1_MACS_peak_37647 10 7 10 8 20 19 19 20
5632 cell1_MACS_peak_37651 1 4 7 5 13 16 21 17
5633 cell1_MACS_peak_37652 2 1 4 5 11 7 12 10
5634 cell1_MACS_peak_37661 4 7 9 7 17 18 20 17
5635 cell1_MACS_peak_37667 8 6 7 5 10 9 11 18
5636 cell1_MACS_peak_37675 6 6 9 5 19 16 22 22
5637 cell1_MACS_peak_37678 5 6 5 6 11 20 18 14
5638 cell1_MACS_peak_3768 13 11 10 13 33 35 39 39
5639 cell1_MACS_peak_37681 4 3 3 4 8 14 12 12
5640 cell1_MACS_peak_37687 8 8 10 9 25 33 24 32
5641 cell1_MACS_peak_37688 7 4 9 11 31 34 34 30
5642 cell1_MACS_peak_37689 2 0 0 5 14 8 13 10
5643 cell1_MACS_peak_37693 3 5 5 5 13 14 17 17
5644 cell1_MACS_peak_37702 0 0 0 1 8 5 7 9
5645 cell1_MACS_peak_37708 0 0 4 5 11 10 15 12
5646 cell1_MACS_peak_37721 5 7 8 9 22 15 24 22
5647 cell1_MACS_peak_37722 12 9 8 11 18 16 17 21
5648 cell1_MACS_peak_37725 7 6 5 4 11 12 13 14
5649 cell1_MACS_peak_3773 6 3 8 7 16 12 17 17
5650 cell1_MACS_peak_37732 6 3 7 6 13 7 9 8
5651 cell1_MACS_peak_37733 5 6 4 8 21 18 19 21
5652 cell1_MACS_peak_37742 6 7 10 12 39 31 43 43
5653 cell1_MACS_peak_3775 6 4 6 5 11 15 11 14
5654 cell1_MACS_peak_37759 28 26 44 48 129 133 143 142
5655 cell1_MACS_peak_3776 2 3 6 9 14 15 11 16
5656 cell1_MACS_peak_37761 8 4 4 6 20 15 17 20
5657 cell1_MACS_peak_37764 5 3 5 5 17 14 15 18
5658 cell1_MACS_peak_37768 12 9 10 8 19 19 20 20
5659 cell1_MACS_peak_3777 5 3 5 7 7 10 8 10
5660 cell1_MACS_peak_37775 6 4 6 9 9 10 11 11
5661 cell1_MACS_peak_37777 4 4 5 5 13 12 15 14
5662 cell1_MACS_peak_37780 1 2 3 2 12 6 13 10
5663 cell1_MACS_peak_37785 7 2 4 6 14 16 18 19
5664 cell1_MACS_peak_37788 8 4 10 10 14 18 19 20
5665 cell1_MACS_peak_3779 4 2 3 8 15 16 14 16
5666 cell1_MACS_peak_37791 2 4 7 4 10 10 10 12
5667 cell1_MACS_peak_37793 10 8 8 9 14 24 13 22
5668 cell1_MACS_peak_3780 13 15 19 22 58 62 73 58
5669 cell1_MACS_peak_37818 5 7 3 6 18 11 17 20
5670 cell1_MACS_peak_3782 2 4 3 2 9 5 10 5
5671 cell1_MACS_peak_37822 6 7 11 7 18 19 21 23
5672 cell1_MACS_peak_37824 12 13 16 15 30 32 32 33
5673 cell1_MACS_peak_37826 6 10 13 11 34 30 36 37
5674 cell1_MACS_peak_3783 3 2 13 7 24 24 34 29
5675 cell1_MACS_peak_37832 4 2 2 4 8 9 9 9
5676 cell1_MACS_peak_37837 7 4 9 6 14 13 19 13
5677 cell1_MACS_peak_37843 0 1 0 3 5 8 10 12
5678 cell1_MACS_peak_37851 3 2 4 6 17 17 16 16
5679 cell1_MACS_peak_37870 3 3 4 7 13 15 21 23
5680 cell1_MACS_peak_37872 5 5 6 7 18 17 21 18
5681 cell1_MACS_peak_37873 1 3 5 3 9 11 10 9
5682 cell1_MACS_peak_37883 1 1 5 5 8 13 9 12
5683 cell1_MACS_peak_37884 3 2 3 3 10 11 11 12
5684 cell1_MACS_peak_37886 7 7 2 6 17 19 17 15
5685 cell1_MACS_peak_37887 7 5 8 6 24 19 22 25
5686 cell1_MACS_peak_37893 6 6 6 4 11 11 11 8
5687 cell1_MACS_peak_37900 2 2 4 3 10 8 12 8
5688 cell1_MACS_peak_37901 2 7 4 3 11 11 13 10
5689 cell1_MACS_peak_37906 5 2 7 9 24 25 31 27
5690 cell1_MACS_peak_37908 23 20 21 22 23 16 29 23
5691 cell1_MACS_peak_37925 3 2 4 7 12 6 13 9
5692 cell1_MACS_peak_37926 3 4 7 4 23 20 21 23
5693 cell1_MACS_peak_37930 4 8 8 10 22 33 26 32
5694 cell1_MACS_peak_37934 0 1 2 3 11 14 10 13
5695 cell1_MACS_peak_37935 1 3 7 1 14 18 20 21
5696 cell1_MACS_peak_37936 4 3 5 5 13 14 14 13
5697 cell1_MACS_peak_37937 1 1 2 5 15 20 19 21
5698 cell1_MACS_peak_37939 5 7 8 10 13 15 17 13
5699 cell1_MACS_peak_37941 2 3 2 3 10 10 9 7
5700 cell1_MACS_peak_37945 6 6 11 4 24 19 22 19
5701 cell1_MACS_peak_37948 1 4 6 9 15 15 20 19
5702 cell1_MACS_peak_37950 8 6 12 12 33 27 33 34
5703 cell1_MACS_peak_37951 8 9 9 8 15 26 24 19
5704 cell1_MACS_peak_37954 19 20 31 20 55 50 58 53
5705 cell1_MACS_peak_37962 5 7 2 7 10 14 9 11
5706 cell1_MACS_peak_37966 6 10 10 14 28 27 28 27
5707 cell1_MACS_peak_37982 9 8 10 13 24 30 22 27
5708 cell1_MACS_peak_37986 10 11 11 14 17 16 14 19
5709 cell1_MACS_peak_37988 5 3 2 6 16 16 11 13
5710 cell1_MACS_peak_3799 5 7 4 7 9 16 11 11
5711 cell1_MACS_peak_37992 3 2 5 2 9 7 10 5
5712 cell1_MACS_peak_37994 3 3 4 3 10 13 8 13
5713 cell1_MACS_peak_37996 7 3 6 6 17 14 20 22
5714 cell1_MACS_peak_37998 8 6 10 9 12 16 14 16
5715 cell1_MACS_peak_38001 3 5 4 5 9 9 6 9
5716 cell1_MACS_peak_38002 3 7 7 7 10 10 7 10
5717 cell1_MACS_peak_38004 3 6 4 3 10 12 11 12
5718 cell1_MACS_peak_38006 3 2 5 10 19 19 24 17
5719 cell1_MACS_peak_38011 6 6 13 16 26 27 36 39
5720 cell1_MACS_peak_38013 5 6 7 4 15 18 24 15
5721 cell1_MACS_peak_38014 11 8 11 10 36 36 40 42
5722 cell1_MACS_peak_38015 4 7 9 8 25 23 24 31
5723 cell1_MACS_peak_38016 13 13 14 15 30 32 30 33
5724 cell1_MACS_peak_38019 7 10 11 11 25 22 26 28
5725 cell1_MACS_peak_38029 5 6 8 6 20 23 29 22
5726 cell1_MACS_peak_38045 7 5 8 8 17 23 16 22
5727 cell1_MACS_peak_38046 3 2 8 3 10 15 9 15
5728 cell1_MACS_peak_38051 2 1 3 2 7 7 5 9
5729 cell1_MACS_peak_38057 1 1 1 0 6 5 9 9
5730 cell1_MACS_peak_3806 33 33 27 32 47 47 49 50
5731 cell1_MACS_peak_38063 1 3 3 2 12 10 12 6
5732 cell1_MACS_peak_38064 3 3 7 5 21 20 27 25
5733 cell1_MACS_peak_38065 8 7 5 7 11 12 9 8
5734 cell1_MACS_peak_38068 5 4 7 14 32 38 39 39
5735 cell1_MACS_peak_3807 18 19 20 18 19 19 24 18
5736 cell1_MACS_peak_38083 7 4 4 7 9 16 9 13
5737 cell1_MACS_peak_38089 14 16 18 19 24 25 25 25
5738 cell1_MACS_peak_381 5 3 6 5 15 6 8 7
5739 cell1_MACS_peak_38104 11 9 10 9 12 13 13 15
5740 cell1_MACS_peak_38109 0 3 2 4 12 6 9 9
5741 cell1_MACS_peak_3811 9 8 13 8 43 51 50 53
5742 cell1_MACS_peak_38110 3 2 5 4 11 8 13 14
5743 cell1_MACS_peak_38119 1 1 1 7 10 9 13 16
5744 cell1_MACS_peak_38120 3 1 6 4 12 18 15 20
5745 cell1_MACS_peak_38121 2 1 6 2 10 13 10 13
5746 cell1_MACS_peak_38124 2 1 4 1 8 5 8 7
5747 cell1_MACS_peak_38132 2 1 5 4 12 10 9 13
5748 cell1_MACS_peak_38135 2 1 3 1 14 18 18 20
5749 cell1_MACS_peak_38139 3 5 3 4 11 11 9 12
5750 cell1_MACS_peak_38141 2 3 4 2 11 13 12 15
5751 cell1_MACS_peak_38146 2 2 1 2 8 11 12 12
5752 cell1_MACS_peak_38147 5 7 9 10 24 22 27 28
