V1 V2 V3 V5 V6 V11 V12 V14 V15
3324 cell1_MACS_peak_26609 33 36 33 35 73 81 75 78
3325 cell1_MACS_peak_26610 70 65 72 72 110 104 117 110
3326 cell1_MACS_peak_26611 54 50 53 53 88 84 91 90
3327 cell1_MACS_peak_26613 57 56 56 56 80 66 72 75
3328 cell1_MACS_peak_26649 64 65 55 72 78 78 84 77
3329 cell1_MACS_peak_26658 27 24 25 26 40 42 42 42
3330 cell1_MACS_peak_26659 55 58 72 58 126 130 121 135
3331 cell1_MACS_peak_2666 39 41 51 36 38 42 44 40
3332 cell1_MACS_peak_26674 40 40 43 41 54 59 59 54
3333 cell1_MACS_peak_26677 37 39 33 37 51 53 56 52
3334 cell1_MACS_peak_26678 63 62 65 66 73 73 73 75
3335 cell1_MACS_peak_26679 21 20 21 22 25 21 26 29
3336 cell1_MACS_peak_26680 61 59 61 61 72 59 64 67
3337 cell1_MACS_peak_2670 43 36 31 43 41 43 46 39
3338 cell1_MACS_peak_26707 52 56 53 58 63 66 76 63
3339 cell1_MACS_peak_2671 50 48 40 51 63 62 60 55
3340 cell1_MACS_peak_26712 66 69 73 67 72 78 73 76
3341 cell1_MACS_peak_26722 78 84 78 85 83 73 81 74
3342 cell1_MACS_peak_26723 38 35 43 41 39 38 39 41
3343 cell1_MACS_peak_2673 52 53 43 45 39 40 41 42
3344 cell1_MACS_peak_26735 71 75 67 80 66 67 77 66
3345 cell1_MACS_peak_26736 71 79 75 76 67 71 79 66
3346 cell1_MACS_peak_26743 69 71 75 70 75 82 75 86
3347 cell1_MACS_peak_26746 69 68 73 75 87 79 84 79
3348 cell1_MACS_peak_26756 73 73 80 74 66 71 71 77
3349 cell1_MACS_peak_26757 59 61 53 66 69 64 64 74
3350 cell1_MACS_peak_26760 58 58 58 52 73 73 70 81
3351 cell1_MACS_peak_26761 67 75 74 71 70 66 66 58
3352 cell1_MACS_peak_26768 91 82 87 90 86 71 79 88
3353 cell1_MACS_peak_26772 54 58 55 64 62 52 56 60
3354 cell1_MACS_peak_26784 75 81 89 79 81 77 83 92
3355 cell1_MACS_peak_26788 62 65 78 69 101 101 107 109
3356 cell1_MACS_peak_26789 50 55 55 55 83 87 83 71
3357 cell1_MACS_peak_26791 55 55 53 66 87 90 104 96
3358 cell1_MACS_peak_26793 51 56 58 55 93 83 80 86
3359 cell1_MACS_peak_26798 61 55 68 59 98 99 97 100
3360 cell1_MACS_peak_26800 60 66 59 73 85 75 88 92
3361 cell1_MACS_peak_26803 89 86 87 91 127 115 137 121
3362 cell1_MACS_peak_26804 78 68 86 81 97 114 129 126
3363 cell1_MACS_peak_26806 77 77 77 76 103 102 109 98
3364 cell1_MACS_peak_26814 49 48 50 53 65 59 69 74
3365 cell1_MACS_peak_26815 53 56 54 55 63 60 64 52
3366 cell1_MACS_peak_26819 48 47 47 48 63 65 64 64
3367 cell1_MACS_peak_26823 38 40 37 49 58 57 56 59
3368 cell1_MACS_peak_26825 51 49 49 51 63 55 69 60
3369 cell1_MACS_peak_26829 58 48 65 50 85 79 87 85
3370 cell1_MACS_peak_2683 52 45 51 49 35 44 39 40
3371 cell1_MACS_peak_26830 47 51 61 54 79 75 82 89
3372 cell1_MACS_peak_26836 80 73 84 85 146 155 144 155
3373 cell1_MACS_peak_26838 77 86 77 92 106 105 118 104
3374 cell1_MACS_peak_26839 33 34 43 40 42 41 45 42
3375 cell1_MACS_peak_2684 63 58 63 57 47 56 52 47
3376 cell1_MACS_peak_26840 53 54 58 57 56 55 62 63
3377 cell1_MACS_peak_26846 43 53 53 52 39 50 54 50
3378 cell1_MACS_peak_26851 60 64 63 56 47 51 50 50
3379 cell1_MACS_peak_26854 81 78 80 78 72 78 68 67
3380 cell1_MACS_peak_26858 73 70 64 74 57 65 69 61
3381 cell1_MACS_peak_26863 61 55 56 56 60 66 66 69
3382 cell1_MACS_peak_26866 61 68 62 66 74 78 64 65
3383 cell1_MACS_peak_26868 95 88 80 88 89 102 97 91
3384 cell1_MACS_peak_26871 50 51 53 51 67 72 63 71
3385 cell1_MACS_peak_26872 78 81 81 76 72 82 79 73
3386 cell1_MACS_peak_26881 58 69 68 62 48 40 41 47
3387 cell1_MACS_peak_26882 83 79 83 80 74 79 80 69
3388 cell1_MACS_peak_26884 77 77 89 87 82 73 79 70
3389 cell1_MACS_peak_26888 67 77 76 77 117 105 111 118
3390 cell1_MACS_peak_26897 65 61 66 60 75 74 67 61
3391 cell1_MACS_peak_2690 42 37 45 45 61 56 54 64
3392 cell1_MACS_peak_26903 66 60 68 77 75 77 68 76
3393 cell1_MACS_peak_26905 83 88 89 94 99 113 102 114
3394 cell1_MACS_peak_26909 49 43 56 42 68 59 66 61
3395 cell1_MACS_peak_26913 55 60 53 63 73 79 66 77
3396 cell1_MACS_peak_26915 57 55 64 61 90 94 97 87
3397 cell1_MACS_peak_26925 88 92 90 97 107 91 98 87
3398 cell1_MACS_peak_26937 43 44 44 46 51 53 49 61
3399 cell1_MACS_peak_26938 59 68 67 69 72 83 76 78
3400 cell1_MACS_peak_26943 77 79 79 96 116 127 130 122
3401 cell1_MACS_peak_26944 66 63 69 77 95 82 95 94
3402 cell1_MACS_peak_26946 68 61 62 66 120 108 127 114
3403 cell1_MACS_peak_2695 48 51 45 46 56 49 48 46
3404 cell1_MACS_peak_26953 59 62 60 58 80 82 110 94
3405 cell1_MACS_peak_26955 70 64 73 69 97 94 99 93
3406 cell1_MACS_peak_26971 53 58 66 48 86 88 99 102
3407 cell1_MACS_peak_26975 13 14 13 13 24 30 21 27
3408 cell1_MACS_peak_26976 51 71 65 69 112 110 133 110
3409 cell1_MACS_peak_26981 58 60 59 69 70 79 71 73
3410 cell1_MACS_peak_26987 36 38 46 46 107 104 115 121
3411 cell1_MACS_peak_2699 59 66 62 57 77 78 77 75
3412 cell1_MACS_peak_26991 57 64 67 69 95 104 104 96
3413 cell1_MACS_peak_26994 56 59 55 54 86 88 87 86
3414 cell1_MACS_peak_26998 27 31 31 30 50 44 49 45
3415 cell1_MACS_peak_27 23 26 24 30 28 26 25 27
3416 cell1_MACS_peak_27000 54 64 69 61 84 84 83 84
3417 cell1_MACS_peak_27002 69 72 73 66 90 87 91 84
3418 cell1_MACS_peak_27004 67 64 81 75 90 95 76 88
3419 cell1_MACS_peak_27005 63 64 59 61 85 82 81 86
3420 cell1_MACS_peak_27009 42 42 52 55 91 84 91 92
3421 cell1_MACS_peak_27020 66 51 52 57 63 73 61 68
3422 cell1_MACS_peak_27031 52 53 58 61 92 82 79 89
3423 cell1_MACS_peak_27034 73 77 80 95 111 121 130 124
3424 cell1_MACS_peak_27039 62 76 72 76 119 103 121 124
3425 cell1_MACS_peak_27041 76 68 73 79 120 121 122 119
3426 cell1_MACS_peak_27042 61 63 70 66 119 117 109 119
3427 cell1_MACS_peak_27053 63 61 61 64 65 72 70 77
3428 cell1_MACS_peak_27055 26 32 36 35 50 46 49 54
3429 cell1_MACS_peak_27057 85 83 97 87 159 178 200 176
3430 cell1_MACS_peak_27058 68 69 68 67 115 120 132 124
3431 cell1_MACS_peak_27059 62 66 67 70 80 89 99 91
3432 cell1_MACS_peak_27063 101 95 101 102 111 114 104 116
3433 cell1_MACS_peak_27064 89 85 89 101 105 116 123 119
3434 cell1_MACS_peak_27067 73 60 69 70 73 77 72 80
3435 cell1_MACS_peak_27071 63 60 68 72 62 64 71 71
3436 cell1_MACS_peak_27075 57 55 63 61 69 61 78 79
3437 cell1_MACS_peak_27076 32 28 39 37 50 50 51 47
3438 cell1_MACS_peak_27079 64 58 61 70 97 102 103 106
3439 cell1_MACS_peak_27082 45 41 45 46 37 42 44 39
3440 cell1_MACS_peak_27088 46 48 49 47 75 72 85 78
3441 cell1_MACS_peak_27089 56 55 63 61 78 74 76 89
3442 cell1_MACS_peak_27096 94 88 97 89 105 111 104 93
3443 cell1_MACS_peak_27097 78 71 77 80 86 88 94 92
3444 cell1_MACS_peak_271 62 62 66 64 45 46 48 53
3445 cell1_MACS_peak_27100 84 92 81 97 95 112 108 113
3446 cell1_MACS_peak_27104 96 89 95 104 132 130 131 133
3447 cell1_MACS_peak_27108 59 66 73 64 99 107 99 103
3448 cell1_MACS_peak_2711 67 65 58 69 51 49 54 59
3449 cell1_MACS_peak_27113 82 80 79 73 92 89 92 92
3450 cell1_MACS_peak_27118 71 71 70 82 88 102 90 99
3451 cell1_MACS_peak_27120 89 97 89 97 126 108 115 119
3452 cell1_MACS_peak_2713 52 46 48 49 40 39 35 41
3453 cell1_MACS_peak_27139 52 54 66 52 66 80 74 72
3454 cell1_MACS_peak_27142 72 73 75 76 102 98 94 88
3455 cell1_MACS_peak_27148 55 52 51 52 63 56 64 58
3456 cell1_MACS_peak_27156 108 95 93 108 93 108 97 86
3457 cell1_MACS_peak_27161 63 65 58 60 71 65 64 72
3458 cell1_MACS_peak_27166 41 45 52 54 51 53 46 48
3459 cell1_MACS_peak_27168 84 84 85 81 78 88 88 79
3460 cell1_MACS_peak_27172 81 73 74 85 102 85 93 105
3461 cell1_MACS_peak_27177 85 87 87 73 72 76 73 62
3462 cell1_MACS_peak_27184 77 76 71 69 73 73 72 66
3463 cell1_MACS_peak_2719 63 62 66 67 55 60 58 59
3464 cell1_MACS_peak_27193 59 60 63 54 75 70 75 76
3465 cell1_MACS_peak_27196 61 62 58 63 67 54 70 67
3466 cell1_MACS_peak_27212 83 87 84 82 111 101 106 115
3467 cell1_MACS_peak_27215 83 82 79 79 97 103 102 107
3468 cell1_MACS_peak_27222 23 26 25 23 25 31 22 25
3469 cell1_MACS_peak_27223 42 42 35 44 49 59 42 43
3470 cell1_MACS_peak_27225 56 52 55 52 77 73 53 63
3471 cell1_MACS_peak_27235 71 71 75 88 88 78 97 100
3472 cell1_MACS_peak_27249 82 85 89 79 75 75 73 72
3473 cell1_MACS_peak_27252 61 62 52 61 57 55 50 52
3474 cell1_MACS_peak_27261 87 79 81 102 99 108 102 104
3475 cell1_MACS_peak_27273 41 37 48 48 62 53 62 62
3476 cell1_MACS_peak_27274 81 87 87 83 105 97 99 102
3477 cell1_MACS_peak_27277 83 89 89 90 86 77 80 78
3478 cell1_MACS_peak_2728 32 32 35 38 30 40 33 33
3479 cell1_MACS_peak_27283 87 77 76 83 92 92 84 90
3480 cell1_MACS_peak_2729 51 55 47 63 56 61 58 54
3481 cell1_MACS_peak_27291 65 61 61 62 86 83 84 83
3482 cell1_MACS_peak_27295 86 92 77 95 94 103 93 93
3483 cell1_MACS_peak_27296 81 75 78 83 84 90 88 92
3484 cell1_MACS_peak_27297 77 71 79 68 79 92 92 87
3485 cell1_MACS_peak_27300 75 83 84 77 76 75 75 70
3486 cell1_MACS_peak_27307 58 59 62 60 79 76 62 78
3487 cell1_MACS_peak_27313 71 68 61 69 72 89 79 80
3488 cell1_MACS_peak_27321 116 109 110 106 116 125 123 123
3489 cell1_MACS_peak_27337 107 102 111 117 122 122 121 120
3490 cell1_MACS_peak_27339 62 64 65 63 71 66 79 82
3491 cell1_MACS_peak_27344 79 76 76 88 104 102 106 102
3492 cell1_MACS_peak_27353 74 70 74 74 82 83 87 85
3493 cell1_MACS_peak_27361 82 74 83 85 80 82 79 86
3494 cell1_MACS_peak_27363 104 91 83 88 92 91 107 98
3495 cell1_MACS_peak_27371 77 85 81 82 93 108 101 105
3496 cell1_MACS_peak_27372 78 74 68 78 74 77 74 80
3497 cell1_MACS_peak_27380 99 102 101 94 100 94 101 96
3498 cell1_MACS_peak_27386 58 61 66 68 69 77 72 75
3499 cell1_MACS_peak_27388 70 69 62 64 83 81 81 80
3500 cell1_MACS_peak_27391 69 79 73 82 125 112 119 122
3501 cell1_MACS_peak_27397 64 62 69 66 87 68 82 83
3502 cell1_MACS_peak_27399 51 54 54 53 54 63 55 62
3503 cell1_MACS_peak_274 57 47 55 50 44 39 40 43
3504 cell1_MACS_peak_2740 51 51 55 55 66 63 67 66
3505 cell1_MACS_peak_27400 62 58 63 60 96 87 95 86
3506 cell1_MACS_peak_27403 58 59 60 75 110 110 113 116
3507 cell1_MACS_peak_27407 71 59 75 64 78 84 87 82
3508 cell1_MACS_peak_27411 81 85 77 78 78 86 80 89
3509 cell1_MACS_peak_27415 77 69 75 79 82 91 92 92
3510 cell1_MACS_peak_27420 90 89 90 84 112 108 109 104
3511 cell1_MACS_peak_27421 85 92 81 88 99 112 101 97
3512 cell1_MACS_peak_27422 77 80 82 82 97 90 95 87
3513 cell1_MACS_peak_27426 82 84 75 74 95 96 101 99
3514 cell1_MACS_peak_27428 66 63 53 61 61 58 60 64
3515 cell1_MACS_peak_27433 32 41 35 38 36 49 42 39
3516 cell1_MACS_peak_27439 68 70 67 69 66 67 65 76
3517 cell1_MACS_peak_27441 46 53 50 48 57 53 51 62
3518 cell1_MACS_peak_27444 42 38 45 39 45 45 53 54
3519 cell1_MACS_peak_27451 57 61 66 61 114 106 123 128
3520 cell1_MACS_peak_27454 57 59 46 59 71 59 58 62
3521 cell1_MACS_peak_27458 67 66 65 67 95 81 84 86
3522 cell1_MACS_peak_2746 56 58 60 59 71 75 83 84
3523 cell1_MACS_peak_27476 62 59 60 61 65 62 65 68
3524 cell1_MACS_peak_27484 46 50 42 47 42 36 42 33
3525 cell1_MACS_peak_27486 62 66 77 64 80 89 83 94
3526 cell1_MACS_peak_27491 83 83 90 85 117 111 121 127
3527 cell1_MACS_peak_27492 69 70 71 79 92 97 96 93
3528 cell1_MACS_peak_27500 52 53 46 59 40 44 53 54
3529 cell1_MACS_peak_27502 59 61 58 53 80 68 66 73
3530 cell1_MACS_peak_27512 62 61 57 64 49 57 52 53
3531 cell1_MACS_peak_27519 37 39 46 44 76 75 85 87
3532 cell1_MACS_peak_27520 58 60 57 55 75 59 64 72
3533 cell1_MACS_peak_27522 60 54 65 55 94 95 98 103
3534 cell1_MACS_peak_27523 66 59 58 60 91 88 101 98
3535 cell1_MACS_peak_27527 60 62 70 68 82 82 82 85
3536 cell1_MACS_peak_27530 48 53 65 51 86 82 91 87
3537 cell1_MACS_peak_27534 73 74 73 85 117 131 117 110
3538 cell1_MACS_peak_27535 65 61 65 66 87 88 86 78
3539 cell1_MACS_peak_27539 60 63 67 67 103 91 99 102
3540 cell1_MACS_peak_27554 59 59 60 63 65 66 68 64
3541 cell1_MACS_peak_27557 79 83 75 88 86 90 88 83
3542 cell1_MACS_peak_27564 30 33 34 28 31 25 28 26
3543 cell1_MACS_peak_27571 97 98 93 88 92 89 108 93
3544 cell1_MACS_peak_27577 22 20 26 23 21 21 23 18
3545 cell1_MACS_peak_27579 87 88 84 89 69 73 68 73
3546 cell1_MACS_peak_27580 70 73 74 79 89 90 89 88
3547 cell1_MACS_peak_27584 48 42 42 50 66 75 71 75
3548 cell1_MACS_peak_2759 80 76 79 80 60 67 61 59
3549 cell1_MACS_peak_27593 50 47 51 52 74 73 78 79
3550 cell1_MACS_peak_27595 32 34 38 43 48 51 54 58
3551 cell1_MACS_peak_27596 52 41 46 44 69 64 69 60
3552 cell1_MACS_peak_27597 49 58 70 60 82 73 90 85
3553 cell1_MACS_peak_276 57 58 65 64 46 38 36 45
3554 cell1_MACS_peak_27601 51 53 42 50 70 70 80 79
3555 cell1_MACS_peak_27603 37 39 45 41 76 60 71 74
3556 cell1_MACS_peak_27608 56 53 55 60 67 64 65 66
3557 cell1_MACS_peak_27618 68 70 62 66 100 108 120 114
3558 cell1_MACS_peak_27622 70 59 76 64 92 73 85 86
3559 cell1_MACS_peak_27628 49 44 46 48 60 70 70 77
3560 cell1_MACS_peak_27629 45 48 58 60 86 78 93 94
3561 cell1_MACS_peak_27631 78 73 82 84 101 96 107 109
3562 cell1_MACS_peak_27638 69 63 76 84 108 111 109 106
3563 cell1_MACS_peak_2764 63 68 69 68 66 70 69 71
3564 cell1_MACS_peak_27652 56 49 55 46 70 81 78 82
3565 cell1_MACS_peak_2766 66 63 62 53 49 57 51 48
3566 cell1_MACS_peak_27660 49 46 50 55 83 83 91 88
3567 cell1_MACS_peak_27664 59 54 62 55 88 97 99 102
3568 cell1_MACS_peak_2767 78 73 64 71 46 57 50 53
3569 cell1_MACS_peak_27670 40 37 44 43 86 78 79 82
3570 cell1_MACS_peak_27671 53 49 53 60 81 75 79 84
3571 cell1_MACS_peak_27674 28 30 30 38 53 51 53 58
3572 cell1_MACS_peak_27681 85 88 85 89 96 103 89 92
3573 cell1_MACS_peak_27682 76 79 83 92 119 116 128 126
3574 cell1_MACS_peak_27683 14 12 13 16 22 24 19 25
3575 cell1_MACS_peak_27695 51 52 58 55 78 85 88 89
3576 cell1_MACS_peak_27696 57 59 64 63 74 74 80 74
3577 cell1_MACS_peak_27698 37 45 46 47 86 91 92 87
3578 cell1_MACS_peak_27703 34 31 36 35 63 58 62 68
3579 cell1_MACS_peak_2771 41 43 37 38 30 34 29 27
3580 cell1_MACS_peak_27716 46 58 47 50 67 67 76 74
3581 cell1_MACS_peak_27719 38 42 43 45 63 61 61 70
3582 cell1_MACS_peak_2772 40 43 48 48 37 35 28 37
3583 cell1_MACS_peak_27726 31 32 40 34 57 75 65 63
3584 cell1_MACS_peak_27735 21 22 25 28 40 37 43 42
3585 cell1_MACS_peak_27738 29 32 33 35 54 57 53 59
3586 cell1_MACS_peak_2774 43 39 47 29 41 34 39 39
3587 cell1_MACS_peak_27743 43 55 51 48 62 67 56 66
3588 cell1_MACS_peak_27756 57 54 52 51 80 82 84 80
3589 cell1_MACS_peak_27757 45 49 60 47 71 75 79 79
3590 cell1_MACS_peak_27759 40 39 44 45 82 72 85 89
3591 cell1_MACS_peak_2776 69 66 63 65 53 63 58 57
3592 cell1_MACS_peak_27767 30 29 30 36 43 40 55 49
3593 cell1_MACS_peak_27772 26 22 25 23 40 47 49 51
3594 cell1_MACS_peak_27786 43 49 56 47 99 101 109 110
3595 cell1_MACS_peak_27789 45 46 47 53 69 75 68 71
3596 cell1_MACS_peak_27811 30 34 34 26 73 60 63 71
3597 cell1_MACS_peak_27816 37 36 41 42 65 76 75 76
3598 cell1_MACS_peak_27818 49 52 49 46 73 78 66 71
3599 cell1_MACS_peak_27825 50 59 58 69 122 115 133 132
3600 cell1_MACS_peak_27828 46 48 51 59 81 80 86 84
3601 cell1_MACS_peak_27835 67 61 68 72 136 133 142 138
3602 cell1_MACS_peak_2784 69 67 70 68 47 47 45 47
3603 cell1_MACS_peak_27844 39 39 43 30 53 49 54 48
3604 cell1_MACS_peak_27847 49 54 51 60 72 62 70 65
3605 cell1_MACS_peak_27856 49 59 63 61 99 90 107 109
3606 cell1_MACS_peak_2786 86 86 87 77 51 68 52 65
3607 cell1_MACS_peak_27869 33 35 48 51 95 105 108 112
3608 cell1_MACS_peak_27871 62 57 58 57 112 104 115 111
3609 cell1_MACS_peak_27880 70 68 68 74 87 83 97 84
3610 cell1_MACS_peak_27902 3 1 2 3 6 4 5 5
3611 cell1_MACS_peak_27903 47 41 39 43 53 46 54 50
3612 cell1_MACS_peak_27904 6 10 5 8 10 9 9 10
3613 cell1_MACS_peak_27908 43 43 46 43 64 53 64 60
3614 cell1_MACS_peak_27915 34 35 38 41 58 64 64 59
3615 cell1_MACS_peak_27916 39 30 35 36 72 76 81 79
3616 cell1_MACS_peak_2792 55 55 52 52 54 49 39 42
3617 cell1_MACS_peak_27925 65 65 72 77 111 98 114 111
3618 cell1_MACS_peak_27926 41 40 52 37 83 91 85 91
3619 cell1_MACS_peak_27930 44 50 54 44 76 73 74 74
3620 cell1_MACS_peak_27934 36 30 38 34 62 67 71 76
3621 cell1_MACS_peak_27935 40 53 61 62 138 132 145 137
3622 cell1_MACS_peak_27938 42 44 47 50 88 90 90 87
3623 cell1_MACS_peak_27941 29 33 46 34 58 51 58 61
3624 cell1_MACS_peak_27948 44 50 45 46 78 68 76 79
3625 cell1_MACS_peak_27953 34 34 35 33 57 49 50 46
3626 cell1_MACS_peak_2796 48 53 47 49 52 46 43 38
3627 cell1_MACS_peak_27964 34 29 43 45 65 79 63 71
3628 cell1_MACS_peak_27966 46 49 53 57 87 75 84 94
3629 cell1_MACS_peak_27970 35 34 45 38 80 76 75 78
3630 cell1_MACS_peak_27979 38 53 65 53 89 91 86 89
3631 cell1_MACS_peak_2798 74 69 65 72 75 79 71 69
3632 cell1_MACS_peak_27984 25 24 29 28 54 51 43 52
3633 cell1_MACS_peak_27985 46 40 54 45 77 69 82 88
3634 cell1_MACS_peak_27987 23 25 27 27 30 32 34 29
3635 cell1_MACS_peak_27996 40 46 47 49 70 74 85 84
3636 cell1_MACS_peak_28008 49 52 54 65 92 102 95 100
3637 cell1_MACS_peak_2801 71 62 63 64 61 65 66 61
3638 cell1_MACS_peak_28018 7 10 11 10 27 22 25 23
3639 cell1_MACS_peak_28028 30 28 38 34 43 52 48 49
3640 cell1_MACS_peak_2804 79 82 75 71 73 62 49 63
3641 cell1_MACS_peak_28042 33 39 49 39 86 80 91 92
3642 cell1_MACS_peak_28045 60 62 68 63 141 145 162 161
3643 cell1_MACS_peak_28047 45 44 48 52 82 83 75 86
3644 cell1_MACS_peak_28056 70 59 67 73 129 125 133 126
3645 cell1_MACS_peak_28070 16 24 20 12 39 39 45 45
3646 cell1_MACS_peak_28073 22 28 33 29 60 55 59 59
3647 cell1_MACS_peak_2808 52 55 58 48 48 46 48 39
3648 cell1_MACS_peak_28080 23 18 24 25 49 56 60 58
3649 cell1_MACS_peak_28081 35 35 37 42 62 69 67 64
3650 cell1_MACS_peak_28082 31 29 36 35 62 64 68 72
3651 cell1_MACS_peak_28083 34 32 35 44 58 57 61 63
3652 cell1_MACS_peak_28087 47 53 54 50 73 63 75 71
3653 cell1_MACS_peak_28088 69 60 65 70 105 101 98 100
3654 cell1_MACS_peak_28090 59 53 58 71 113 110 115 116
3655 cell1_MACS_peak_28098 42 38 40 47 87 79 86 87
3656 cell1_MACS_peak_2810 65 64 65 61 61 60 56 53
3657 cell1_MACS_peak_28104 38 41 45 51 78 73 85 80
3658 cell1_MACS_peak_28113 47 44 48 52 86 93 89 90
3659 cell1_MACS_peak_28115 30 34 40 42 71 66 69 76
3660 cell1_MACS_peak_2812 107 102 89 97 73 69 67 66
3661 cell1_MACS_peak_28122 31 31 40 34 66 67 74 73
3662 cell1_MACS_peak_28126 25 27 24 32 34 42 36 39
3663 cell1_MACS_peak_28132 30 26 40 34 71 62 69 65
3664 cell1_MACS_peak_28135 39 44 44 54 71 59 70 70
3665 cell1_MACS_peak_28136 49 47 54 48 63 63 60 59
3666 cell1_MACS_peak_28138 35 25 25 31 67 71 76 65
3667 cell1_MACS_peak_28139 46 42 51 50 75 79 77 88
3668 cell1_MACS_peak_28140 49 50 65 54 99 101 105 111
3669 cell1_MACS_peak_28142 30 32 33 30 40 40 42 50
3670 cell1_MACS_peak_28143 37 34 33 48 62 71 69 69
3671 cell1_MACS_peak_28148 42 39 39 42 63 71 66 57
3672 cell1_MACS_peak_28152 40 39 36 48 67 67 70 70
3673 cell1_MACS_peak_28155 50 52 55 56 70 69 73 77
3674 cell1_MACS_peak_28158 45 47 57 49 102 87 98 103
3675 cell1_MACS_peak_28160 35 35 37 40 56 52 58 53
3676 cell1_MACS_peak_28162 29 31 36 36 68 67 69 65
3677 cell1_MACS_peak_28165 21 26 25 34 64 63 66 66
3678 cell1_MACS_peak_2817 67 65 58 71 54 53 50 51
3679 cell1_MACS_peak_28173 37 42 43 33 84 86 93 88
3680 cell1_MACS_peak_28177 46 46 51 52 84 80 73 82
3681 cell1_MACS_peak_28180 39 33 44 56 60 66 68 75
3682 cell1_MACS_peak_2819 68 65 62 59 45 46 38 41
3683 cell1_MACS_peak_28196 45 46 52 45 67 80 77 81
3684 cell1_MACS_peak_28197 42 45 54 51 89 83 94 86
3685 cell1_MACS_peak_28202 51 52 45 64 113 113 119 132
3686 cell1_MACS_peak_28203 66 71 74 66 116 112 111 114
3687 cell1_MACS_peak_28206 47 49 69 68 142 154 163 167
3688 cell1_MACS_peak_28208 45 49 53 58 123 127 123 128
3689 cell1_MACS_peak_2822 79 76 73 82 62 51 55 55
3690 cell1_MACS_peak_28221 42 44 46 52 66 81 85 80
3691 cell1_MACS_peak_28229 39 44 40 33 54 52 57 55
3692 cell1_MACS_peak_28236 36 35 38 42 89 87 92 96
3693 cell1_MACS_peak_28237 43 40 43 37 90 96 99 104
3694 cell1_MACS_peak_28239 6 6 10 10 20 19 18 14
3695 cell1_MACS_peak_28242 41 37 37 35 63 56 65 58
3696 cell1_MACS_peak_28247 54 53 64 62 121 110 124 123
3697 cell1_MACS_peak_28254 45 51 55 46 61 74 67 66
3698 cell1_MACS_peak_28257 32 36 42 42 85 74 97 88
3699 cell1_MACS_peak_28268 46 40 47 53 77 76 86 90
3700 cell1_MACS_peak_28275 37 38 34 37 61 69 71 67
3701 cell1_MACS_peak_2828 60 58 51 48 49 41 49 48
3702 cell1_MACS_peak_28285 28 25 25 26 42 44 48 53
3703 cell1_MACS_peak_28290 26 25 27 27 57 49 58 53
3704 cell1_MACS_peak_28292 28 40 40 35 71 68 81 80
3705 cell1_MACS_peak_28299 55 59 58 63 122 116 118 128
3706 cell1_MACS_peak_28305 33 30 43 36 60 50 61 63
3707 cell1_MACS_peak_28306 32 34 33 34 63 75 66 72
3708 cell1_MACS_peak_2831 64 62 61 64 52 53 45 41
3709 cell1_MACS_peak_28312 44 40 48 48 75 66 67 69
3710 cell1_MACS_peak_28319 24 22 21 28 49 51 54 52
3711 cell1_MACS_peak_28345 24 27 34 27 39 41 41 47
3712 cell1_MACS_peak_28357 27 22 32 31 45 60 53 55
3713 cell1_MACS_peak_28359 37 42 41 38 61 63 61 70
3714 cell1_MACS_peak_28360 29 38 41 39 53 60 70 65
3715 cell1_MACS_peak_28361 34 39 34 30 60 65 62 61
3716 cell1_MACS_peak_28362 51 44 41 59 64 70 72 80
3717 cell1_MACS_peak_28369 41 34 39 42 64 60 68 64
3718 cell1_MACS_peak_28370 20 21 22 18 33 37 47 38
3719 cell1_MACS_peak_28371 45 47 50 56 75 71 78 78
3720 cell1_MACS_peak_28376 42 48 56 50 55 66 72 69
3721 cell1_MACS_peak_2838 82 83 78 77 51 52 49 48
3722 cell1_MACS_peak_28381 60 57 65 67 119 123 134 137
3723 cell1_MACS_peak_28384 67 63 67 64 86 81 96 84
3724 cell1_MACS_peak_2839 84 80 71 75 56 60 57 52
3725 cell1_MACS_peak_28392 58 49 66 56 107 110 120 120
3726 cell1_MACS_peak_28394 56 65 73 67 117 119 127 135
3727 cell1_MACS_peak_28401 17 13 13 16 13 14 12 14
3728 cell1_MACS_peak_28404 42 37 46 41 72 73 72 79
3729 cell1_MACS_peak_28411 42 34 42 40 82 81 79 81
3730 cell1_MACS_peak_28415 65 59 56 64 80 80 89 86
3731 cell1_MACS_peak_28426 40 43 43 47 66 61 72 68
3732 cell1_MACS_peak_28429 25 29 30 33 44 49 43 46
3733 cell1_MACS_peak_28437 41 46 48 54 61 60 63 65
3734 cell1_MACS_peak_28439 33 37 38 42 68 60 77 68
3735 cell1_MACS_peak_28440 56 48 57 46 69 74 70 70
3736 cell1_MACS_peak_28441 32 34 33 36 69 72 74 78
3737 cell1_MACS_peak_28442 44 40 51 39 73 70 76 77
3738 cell1_MACS_peak_28443 45 49 52 43 81 76 77 86
3739 cell1_MACS_peak_28444 31 41 34 36 68 58 62 57
3740 cell1_MACS_peak_28445 26 25 36 30 59 68 66 68
3741 cell1_MACS_peak_28448 43 43 50 43 98 105 104 104
3742 cell1_MACS_peak_28457 42 42 40 43 87 93 111 108
3743 cell1_MACS_peak_28460 46 49 50 52 67 57 64 65
3744 cell1_MACS_peak_28468 37 30 36 35 59 64 58 64
3745 cell1_MACS_peak_28469 41 37 43 44 44 52 50 57
3746 cell1_MACS_peak_28475 38 41 43 53 70 71 65 65
