V1 V2 V3 V5 V6 V11 V12 V14 V15
6326 cell1_MACS_peak_40765 15 13 14 13 16 18 16 15
6327 cell1_MACS_peak_40766 5 4 4 7 12 13 9 14
6328 cell1_MACS_peak_40770 8 10 9 9 12 10 7 9
6329 cell1_MACS_peak_40775 23 24 24 23 19 20 26 26
6330 cell1_MACS_peak_40779 20 19 17 18 16 14 12 20
6331 cell1_MACS_peak_40801 12 11 9 14 14 10 11 12
6332 cell1_MACS_peak_40805 16 10 12 15 23 17 17 20
6333 cell1_MACS_peak_40808 10 8 14 8 14 15 14 14
6334 cell1_MACS_peak_40816 15 19 13 16 15 10 15 14
6335 cell1_MACS_peak_40836 17 18 17 19 26 25 24 23
6336 cell1_MACS_peak_4084 21 20 18 22 15 14 21 16
6337 cell1_MACS_peak_40846 17 18 10 13 13 15 19 17
6338 cell1_MACS_peak_40849 13 14 14 10 16 15 13 12
6339 cell1_MACS_peak_40864 20 19 19 19 25 20 24 27
6340 cell1_MACS_peak_40874 8 7 4 8 10 7 7 8
6341 cell1_MACS_peak_40875 12 8 7 10 16 12 17 17
6342 cell1_MACS_peak_40882 25 21 22 18 28 26 34 33
6343 cell1_MACS_peak_40894 23 23 19 23 14 19 15 14
6344 cell1_MACS_peak_40901 22 18 19 14 27 27 28 27
6345 cell1_MACS_peak_4091 12 11 9 14 22 18 18 20
6346 cell1_MACS_peak_40915 15 14 19 14 18 19 15 16
6347 cell1_MACS_peak_40927 8 8 8 9 11 15 11 14
6348 cell1_MACS_peak_40932 15 16 11 16 11 20 14 13
6349 cell1_MACS_peak_40934 12 10 9 9 9 5 11 11
6350 cell1_MACS_peak_40941 15 17 14 14 15 14 11 13
6351 cell1_MACS_peak_40942 13 10 13 13 12 9 12 16
6352 cell1_MACS_peak_40945 3 2 4 2 8 5 8 5
6353 cell1_MACS_peak_40947 7 8 8 9 8 6 8 6
6354 cell1_MACS_peak_40952 14 12 12 13 12 12 13 16
6355 cell1_MACS_peak_40965 17 18 12 17 16 13 15 18
6356 cell1_MACS_peak_40969 10 13 14 17 22 18 25 28
6357 cell1_MACS_peak_4097 12 14 16 11 12 13 14 16
6358 cell1_MACS_peak_40971 20 20 22 16 17 15 16 13
6359 cell1_MACS_peak_40978 10 9 12 10 16 17 12 13
6360 cell1_MACS_peak_40980 15 17 9 11 10 14 12 14
6361 cell1_MACS_peak_40981 12 8 8 11 9 13 11 14
6362 cell1_MACS_peak_40984 8 7 14 9 9 12 13 13
6363 cell1_MACS_peak_40987 21 20 17 21 21 16 17 15
6364 cell1_MACS_peak_40996 9 19 17 18 31 28 37 27
6365 cell1_MACS_peak_40997 4 4 6 4 9 7 12 8
6366 cell1_MACS_peak_40998 14 14 11 13 8 8 10 10
6367 cell1_MACS_peak_40999 8 9 8 8 13 12 12 9
6368 cell1_MACS_peak_41004 8 8 7 6 13 8 9 8
6369 cell1_MACS_peak_41007 21 18 19 20 24 26 29 29
6370 cell1_MACS_peak_4101 7 7 10 7 7 10 9 7
6371 cell1_MACS_peak_41013 10 11 9 12 13 7 14 18
6372 cell1_MACS_peak_41020 13 13 11 9 11 11 10 12
6373 cell1_MACS_peak_41023 15 13 14 12 5 11 6 12
6374 cell1_MACS_peak_4103 9 10 8 9 15 13 15 16
6375 cell1_MACS_peak_41032 15 14 13 11 12 18 14 16
6376 cell1_MACS_peak_41033 13 8 9 16 20 22 21 22
6377 cell1_MACS_peak_41044 10 9 8 6 8 6 10 8
6378 cell1_MACS_peak_41048 7 7 5 6 4 4 3 3
6379 cell1_MACS_peak_41056 15 10 10 12 8 7 6 8
6380 cell1_MACS_peak_41065 10 13 12 12 8 10 9 8
6381 cell1_MACS_peak_41068 7 8 7 8 6 10 7 8
6382 cell1_MACS_peak_4107 4 5 7 8 9 8 6 5
6383 cell1_MACS_peak_41071 9 12 10 9 27 34 29 26
6384 cell1_MACS_peak_41072 8 7 8 8 11 14 10 8
6385 cell1_MACS_peak_41083 18 17 15 20 19 23 22 22
6386 cell1_MACS_peak_4109 8 10 6 9 7 6 6 8
6387 cell1_MACS_peak_41093 19 19 21 18 22 20 17 18
6388 cell1_MACS_peak_41094 6 8 10 7 11 10 8 12
6389 cell1_MACS_peak_4110 17 14 15 21 17 17 15 12
6390 cell1_MACS_peak_41112 15 15 12 15 7 10 9 8
6391 cell1_MACS_peak_41115 22 20 21 19 16 20 21 14
6392 cell1_MACS_peak_41117 17 18 15 16 4 9 8 6
6393 cell1_MACS_peak_41118 14 15 9 14 9 14 14 10
6394 cell1_MACS_peak_41123 8 8 9 7 5 9 7 4
6395 cell1_MACS_peak_41124 10 10 11 7 12 14 12 11
6396 cell1_MACS_peak_41127 13 14 12 11 9 13 9 8
6397 cell1_MACS_peak_41136 14 12 17 9 12 12 13 12
6398 cell1_MACS_peak_41137 8 11 6 10 9 11 10 8
6399 cell1_MACS_peak_41139 7 7 8 7 7 4 4 3
6400 cell1_MACS_peak_41140 11 9 18 13 8 18 14 17
6401 cell1_MACS_peak_41143 16 18 18 12 18 19 22 22
6402 cell1_MACS_peak_4115 11 12 11 9 10 9 6 4
6403 cell1_MACS_peak_41156 10 7 10 9 11 12 12 16
6404 cell1_MACS_peak_41158 15 16 16 18 17 19 15 21
6405 cell1_MACS_peak_4116 12 13 13 14 10 14 11 13
6406 cell1_MACS_peak_41171 11 11 16 15 28 34 33 34
6407 cell1_MACS_peak_41173 14 10 8 9 15 13 13 13
6408 cell1_MACS_peak_41181 10 8 7 10 7 11 9 10
6409 cell1_MACS_peak_41183 8 9 7 10 6 7 6 9
6410 cell1_MACS_peak_41194 12 13 14 10 11 10 9 14
6411 cell1_MACS_peak_41195 14 17 15 14 15 12 14 16
6412 cell1_MACS_peak_41196 12 9 14 13 10 9 8 14
6413 cell1_MACS_peak_41197 13 14 10 13 15 14 13 14
6414 cell1_MACS_peak_41215 4 4 6 7 7 9 10 9
6415 cell1_MACS_peak_4122 14 18 17 19 16 15 12 12
6416 cell1_MACS_peak_41224 13 18 14 17 11 13 14 11
6417 cell1_MACS_peak_41228 10 13 9 9 10 11 7 9
6418 cell1_MACS_peak_41229 9 10 14 13 17 24 23 24
6419 cell1_MACS_peak_41260 14 12 12 10 8 12 11 11
6420 cell1_MACS_peak_41278 19 17 16 19 8 13 9 7
6421 cell1_MACS_peak_41285 11 12 14 16 6 10 9 7
6422 cell1_MACS_peak_4129 11 10 9 10 10 16 11 13
6423 cell1_MACS_peak_41290 10 7 5 9 5 10 7 10
6424 cell1_MACS_peak_41296 11 10 9 9 8 12 11 11
6425 cell1_MACS_peak_41308 11 9 9 10 11 8 13 11
6426 cell1_MACS_peak_41309 12 14 11 12 9 8 10 5
6427 cell1_MACS_peak_41317 8 10 8 5 7 9 9 10
6428 cell1_MACS_peak_41327 13 11 8 9 9 9 9 8
6429 cell1_MACS_peak_41328 4 4 4 5 8 10 11 9
6430 cell1_MACS_peak_4133 6 9 8 7 16 18 17 19
6431 cell1_MACS_peak_41332 12 14 12 12 10 12 12 14
6432 cell1_MACS_peak_41338 6 8 10 8 9 8 4 7
6433 cell1_MACS_peak_41339 4 4 8 5 14 7 14 14
6434 cell1_MACS_peak_41346 12 16 16 14 9 11 12 10
6435 cell1_MACS_peak_41348 11 13 12 10 16 8 9 13
6436 cell1_MACS_peak_4135 15 15 12 14 11 5 8 9
6437 cell1_MACS_peak_41353 17 18 23 15 15 13 10 13
6438 cell1_MACS_peak_41355 5 8 4 9 9 8 11 9
6439 cell1_MACS_peak_4136 18 17 19 20 16 16 14 20
6440 cell1_MACS_peak_41366 13 8 13 11 20 12 19 22
6441 cell1_MACS_peak_4137 16 17 16 16 11 9 10 10
6442 cell1_MACS_peak_41384 11 12 12 15 12 14 11 12
6443 cell1_MACS_peak_41385 10 12 11 10 13 10 15 15
6444 cell1_MACS_peak_41388 8 6 6 5 9 10 8 8
6445 cell1_MACS_peak_41389 10 13 10 12 11 11 14 11
6446 cell1_MACS_peak_41394 8 8 9 9 5 7 5 5
6447 cell1_MACS_peak_41399 17 17 15 17 11 14 12 10
6448 cell1_MACS_peak_41401 15 13 12 15 7 12 14 10
6449 cell1_MACS_peak_41402 9 8 7 10 8 9 8 12
6450 cell1_MACS_peak_41406 11 11 12 11 18 15 20 19
6451 cell1_MACS_peak_41410 14 17 16 15 23 25 15 22
6452 cell1_MACS_peak_41412 14 11 16 12 18 22 22 22
6453 cell1_MACS_peak_41415 10 13 10 8 27 25 20 23
6454 cell1_MACS_peak_41416 6 7 6 8 9 9 10 12
6455 cell1_MACS_peak_41420 11 11 12 14 16 18 12 18
6456 cell1_MACS_peak_41424 11 13 12 15 17 21 17 17
6457 cell1_MACS_peak_41429 18 14 18 17 28 29 24 31
6458 cell1_MACS_peak_41445 5 7 10 7 9 7 9 9
6459 cell1_MACS_peak_41454 17 18 19 17 12 16 14 15
6460 cell1_MACS_peak_41455 18 19 14 20 8 11 8 8
6461 cell1_MACS_peak_41458 8 9 7 10 7 16 12 12
6462 cell1_MACS_peak_41463 13 11 11 15 13 17 19 15
6463 cell1_MACS_peak_41464 17 13 14 15 13 12 15 15
6464 cell1_MACS_peak_41468 11 11 14 9 6 8 5 5
6465 cell1_MACS_peak_41472 14 11 18 14 22 17 20 17
6466 cell1_MACS_peak_41477 17 20 16 15 15 18 17 14
6467 cell1_MACS_peak_41483 13 12 11 9 12 10 9 9
6468 cell1_MACS_peak_41484 10 9 7 7 9 10 8 6
6469 cell1_MACS_peak_41492 6 8 10 6 9 8 9 11
6470 cell1_MACS_peak_41494 14 13 15 14 9 7 9 10
6471 cell1_MACS_peak_41503 22 21 18 19 21 18 16 18
6472 cell1_MACS_peak_41505 7 7 8 7 10 7 14 10
6473 cell1_MACS_peak_41510 9 9 10 10 16 13 15 15
6474 cell1_MACS_peak_41514 5 7 6 2 5 7 7 5
6475 cell1_MACS_peak_41517 8 6 11 9 21 18 19 20
6476 cell1_MACS_peak_41518 15 12 10 13 12 9 10 10
6477 cell1_MACS_peak_4152 35 29 36 35 45 43 48 43
6478 cell1_MACS_peak_4153 9 8 11 9 16 18 24 16
6479 cell1_MACS_peak_41532 12 13 9 8 8 8 8 8
6480 cell1_MACS_peak_41542 10 9 9 8 10 9 8 7
6481 cell1_MACS_peak_41545 12 13 14 9 10 5 5 4
6482 cell1_MACS_peak_41552 17 17 15 19 12 16 17 8
6483 cell1_MACS_peak_41554 12 9 9 11 13 9 9 7
6484 cell1_MACS_peak_41567 12 8 12 9 12 16 16 15
6485 cell1_MACS_peak_41586 17 18 17 21 18 14 17 13
6486 cell1_MACS_peak_41593 23 22 23 20 15 21 16 11
6487 cell1_MACS_peak_41601 16 16 17 16 9 11 10 9
6488 cell1_MACS_peak_41606 11 9 10 9 9 13 14 12
6489 cell1_MACS_peak_4161 30 28 27 28 33 41 40 39
6490 cell1_MACS_peak_41629 14 14 13 24 39 41 35 34
6491 cell1_MACS_peak_41633 9 11 12 13 22 27 28 31
6492 cell1_MACS_peak_41639 10 11 11 12 14 13 13 10
6493 cell1_MACS_peak_41640 13 14 15 14 11 16 16 12
6494 cell1_MACS_peak_41642 12 12 10 12 10 13 11 11
6495 cell1_MACS_peak_41645 16 19 18 19 12 15 13 11
6496 cell1_MACS_peak_41649 14 17 18 19 23 25 28 26
6497 cell1_MACS_peak_41652 12 12 10 13 13 14 11 13
6498 cell1_MACS_peak_41659 15 15 23 16 30 32 27 36
6499 cell1_MACS_peak_41662 12 12 10 9 13 14 13 16
6500 cell1_MACS_peak_41665 9 10 18 17 32 38 37 40
6501 cell1_MACS_peak_41670 13 14 20 13 15 21 18 18
6502 cell1_MACS_peak_41683 7 5 10 5 12 10 15 13
6503 cell1_MACS_peak_41689 16 17 10 15 9 9 9 10
6504 cell1_MACS_peak_41697 20 24 20 23 21 18 24 25
6505 cell1_MACS_peak_417 9 9 8 11 15 13 14 15
6506 cell1_MACS_peak_41716 19 21 19 23 20 21 20 20
6507 cell1_MACS_peak_41726 19 27 19 17 16 14 14 14
6508 cell1_MACS_peak_41735 25 27 26 31 35 40 38 37
6509 cell1_MACS_peak_41740 19 22 22 22 31 34 28 32
6510 cell1_MACS_peak_41743 21 19 15 15 18 19 15 25
6511 cell1_MACS_peak_41748 15 16 18 14 29 30 29 28
6512 cell1_MACS_peak_41752 22 21 20 19 18 18 18 19
6513 cell1_MACS_peak_41760 15 16 16 15 14 15 18 15
6514 cell1_MACS_peak_41772 7 9 11 7 13 11 13 13
6515 cell1_MACS_peak_41780 22 19 22 19 21 23 23 23
6516 cell1_MACS_peak_41784 11 11 15 14 17 22 17 19
6517 cell1_MACS_peak_41786 31 34 29 23 25 18 17 20
6518 cell1_MACS_peak_41792 15 11 13 15 17 19 17 19
6519 cell1_MACS_peak_41793 4 2 7 6 17 12 17 16
6520 cell1_MACS_peak_41795 11 12 20 19 34 34 40 38
6521 cell1_MACS_peak_41796 9 8 7 10 28 17 28 31
6522 cell1_MACS_peak_41797 10 9 11 11 10 11 12 14
6523 cell1_MACS_peak_41807 17 18 17 17 18 15 18 19
6524 cell1_MACS_peak_41812 20 22 20 17 20 24 18 23
6525 cell1_MACS_peak_41815 18 20 20 17 13 13 15 15
6526 cell1_MACS_peak_41818 21 24 22 23 20 23 19 24
6527 cell1_MACS_peak_41823 13 15 16 15 11 17 16 13
6528 cell1_MACS_peak_41829 27 23 25 21 24 16 18 20
6529 cell1_MACS_peak_41850 19 14 22 19 17 19 20 14
6530 cell1_MACS_peak_41866 23 18 21 18 16 16 16 20
6531 cell1_MACS_peak_4187 35 37 34 33 31 36 36 37
6532 cell1_MACS_peak_41888 21 26 25 19 20 22 28 26
6533 cell1_MACS_peak_41901 11 12 12 11 23 14 19 17
6534 cell1_MACS_peak_41906 16 17 19 17 27 35 31 35
6535 cell1_MACS_peak_41911 12 12 12 11 14 15 15 13
6536 cell1_MACS_peak_41915 11 16 20 14 20 11 14 11
6537 cell1_MACS_peak_41918 9 11 9 13 17 20 19 21
6538 cell1_MACS_peak_41919 6 10 7 9 14 10 13 9
6539 cell1_MACS_peak_4192 23 24 20 26 17 12 17 15
6540 cell1_MACS_peak_41920 10 10 11 14 16 12 19 16
6541 cell1_MACS_peak_41922 7 7 4 8 10 10 10 6
6542 cell1_MACS_peak_41928 13 16 11 10 17 27 20 21
6543 cell1_MACS_peak_41932 3 4 3 5 6 4 5 5
6544 cell1_MACS_peak_41946 12 10 11 8 16 16 16 15
6545 cell1_MACS_peak_41949 10 11 12 10 20 17 14 18
6546 cell1_MACS_peak_41955 25 25 28 29 32 33 36 29
6547 cell1_MACS_peak_41959 17 17 15 17 15 16 17 19
6548 cell1_MACS_peak_41961 14 15 15 15 20 20 21 19
6549 cell1_MACS_peak_41967 17 14 17 16 25 26 25 22
6550 cell1_MACS_peak_4197 18 20 21 20 14 12 12 15
6551 cell1_MACS_peak_41970 20 21 28 19 43 37 40 39
6552 cell1_MACS_peak_41971 19 21 20 26 45 48 44 47
6553 cell1_MACS_peak_41977 23 27 22 26 29 33 30 27
6554 cell1_MACS_peak_41983 22 17 17 20 38 33 40 36
6555 cell1_MACS_peak_41984 14 16 16 14 27 30 28 32
6556 cell1_MACS_peak_41995 26 26 27 28 42 46 46 44
6557 cell1_MACS_peak_420 12 11 15 15 10 16 21 13
6558 cell1_MACS_peak_42001 15 17 14 18 10 14 14 10
6559 cell1_MACS_peak_42005 28 29 27 28 29 33 32 26
6560 cell1_MACS_peak_42006 5 7 5 9 11 12 11 10
6561 cell1_MACS_peak_42010 14 11 15 13 26 21 17 25
6562 cell1_MACS_peak_42023 18 18 19 22 18 22 20 22
6563 cell1_MACS_peak_42031 21 24 25 22 16 23 21 20
6564 cell1_MACS_peak_42033 18 17 20 20 22 18 19 19
6565 cell1_MACS_peak_42041 17 22 24 22 48 53 43 48
6566 cell1_MACS_peak_4205 21 19 20 19 10 10 11 8
6567 cell1_MACS_peak_42052 19 20 21 16 15 16 16 17
6568 cell1_MACS_peak_42063 14 16 18 13 18 12 16 13
6569 cell1_MACS_peak_42075 11 11 13 11 16 17 18 17
6570 cell1_MACS_peak_42076 15 17 15 20 16 22 17 22
6571 cell1_MACS_peak_42080 14 14 14 13 14 9 7 9
6572 cell1_MACS_peak_42087 18 22 21 19 11 15 13 11
6573 cell1_MACS_peak_42089 17 18 15 19 11 11 11 16
6574 cell1_MACS_peak_42095 17 19 17 19 20 18 13 19
6575 cell1_MACS_peak_42100 12 14 11 16 20 19 20 20
6576 cell1_MACS_peak_42102 17 16 15 17 9 9 10 10
6577 cell1_MACS_peak_42109 19 20 19 16 13 16 16 17
6578 cell1_MACS_peak_42118 16 16 18 20 31 32 33 37
6579 cell1_MACS_peak_42119 10 12 13 14 20 22 24 27
6580 cell1_MACS_peak_4212 11 9 13 10 17 17 21 21
6581 cell1_MACS_peak_42120 21 20 26 24 23 22 22 23
6582 cell1_MACS_peak_42123 28 24 31 29 27 24 31 27
6583 cell1_MACS_peak_42124 19 18 20 26 26 26 29 29
6584 cell1_MACS_peak_42129 25 28 24 26 36 29 36 36
6585 cell1_MACS_peak_42130 19 17 22 20 17 22 19 20
6586 cell1_MACS_peak_42135 16 16 18 21 25 23 26 22
6587 cell1_MACS_peak_42137 10 10 12 10 11 11 12 9
6588 cell1_MACS_peak_42138 13 9 12 12 13 16 15 15
6589 cell1_MACS_peak_42140 5 3 8 7 9 12 9 11
6590 cell1_MACS_peak_42141 12 11 11 10 13 13 16 16
6591 cell1_MACS_peak_42144 10 8 10 10 16 14 16 15
6592 cell1_MACS_peak_42147 10 8 10 8 12 12 13 12
6593 cell1_MACS_peak_42150 6 7 7 5 3 6 7 6
6594 cell1_MACS_peak_42154 3 3 5 6 9 8 7 9
6595 cell1_MACS_peak_42159 11 10 10 7 15 11 12 15
6596 cell1_MACS_peak_42167 15 18 14 16 15 13 14 16
6597 cell1_MACS_peak_42171 14 17 17 15 20 16 13 16
6598 cell1_MACS_peak_42174 25 24 15 25 24 25 27 26
6599 cell1_MACS_peak_42184 27 24 20 27 28 28 32 35
6600 cell1_MACS_peak_42191 14 12 12 11 11 9 9 6
6601 cell1_MACS_peak_42193 10 10 5 10 12 7 11 12
6602 cell1_MACS_peak_42197 13 11 10 10 11 15 12 14
6603 cell1_MACS_peak_42202 18 19 19 18 20 17 14 15
6604 cell1_MACS_peak_42205 12 12 11 13 14 12 10 11
6605 cell1_MACS_peak_42212 9 8 11 7 13 14 13 16
6606 cell1_MACS_peak_42219 11 10 8 11 20 17 21 14
6607 cell1_MACS_peak_42220 10 11 11 16 21 17 17 19
6608 cell1_MACS_peak_42235 15 10 13 10 10 12 10 8
6609 cell1_MACS_peak_42240 25 26 26 27 20 19 15 14
6610 cell1_MACS_peak_42244 24 24 24 26 23 23 21 26
6611 cell1_MACS_peak_42245 17 19 19 22 28 21 24 24
6612 cell1_MACS_peak_42254 16 21 14 14 20 24 21 18
6613 cell1_MACS_peak_42260 20 19 20 27 24 26 32 29
6614 cell1_MACS_peak_42261 16 17 21 19 34 33 34 31
6615 cell1_MACS_peak_42264 4 7 7 7 8 9 7 7
6616 cell1_MACS_peak_42268 13 16 16 21 22 17 27 25
6617 cell1_MACS_peak_42271 16 16 19 13 15 19 22 20
6618 cell1_MACS_peak_42272 15 20 17 19 18 19 16 13
6619 cell1_MACS_peak_42277 5 6 4 5 9 7 7 9
6620 cell1_MACS_peak_42285 11 14 9 13 10 9 10 10
6621 cell1_MACS_peak_42287 21 18 20 18 25 16 20 17
6622 cell1_MACS_peak_42296 7 8 6 11 10 7 8 14
6623 cell1_MACS_peak_42297 16 18 12 20 20 15 15 16
6624 cell1_MACS_peak_4231 8 8 6 9 7 7 9 6
6625 cell1_MACS_peak_42323 19 21 23 21 30 26 27 28
6626 cell1_MACS_peak_42336 15 15 15 13 27 25 27 24
6627 cell1_MACS_peak_42338 6 6 4 5 10 8 14 12
6628 cell1_MACS_peak_42339 19 17 22 18 17 15 11 16
6629 cell1_MACS_peak_42343 7 8 12 7 9 9 10 11
6630 cell1_MACS_peak_42346 12 12 15 16 26 21 19 23
6631 cell1_MACS_peak_4235 14 17 11 16 13 15 10 11
6632 cell1_MACS_peak_42351 14 14 16 17 10 8 6 8
6633 cell1_MACS_peak_42356 15 16 15 17 22 25 22 21
6634 cell1_MACS_peak_42357 17 21 20 21 24 22 20 15
6635 cell1_MACS_peak_42361 26 18 27 25 20 25 20 26
6636 cell1_MACS_peak_42367 14 12 16 17 19 24 22 18
6637 cell1_MACS_peak_42368 20 17 14 19 15 15 11 16
6638 cell1_MACS_peak_4237 10 9 11 13 10 11 13 11
6639 cell1_MACS_peak_42370 29 27 28 30 30 37 34 35
6640 cell1_MACS_peak_42373 19 17 16 18 19 17 12 17
6641 cell1_MACS_peak_42395 15 18 19 17 20 23 17 20
6642 cell1_MACS_peak_42399 19 21 15 24 22 26 22 27
6643 cell1_MACS_peak_424 10 5 11 6 3 5 7 6
6644 cell1_MACS_peak_42416 20 23 22 23 24 26 27 26
6645 cell1_MACS_peak_42425 5 7 9 8 14 5 17 14
6646 cell1_MACS_peak_42450 10 6 14 12 19 21 17 18
6647 cell1_MACS_peak_42479 11 14 11 14 15 22 21 19
6648 cell1_MACS_peak_42480 12 11 12 13 14 12 11 11
6649 cell1_MACS_peak_42484 14 17 19 20 39 41 39 47
6650 cell1_MACS_peak_42486 13 12 13 15 16 15 13 14
6651 cell1_MACS_peak_42488 19 17 22 20 15 27 20 27
6652 cell1_MACS_peak_4250 11 10 14 9 8 10 9 10
6653 cell1_MACS_peak_42511 14 13 14 17 13 13 15 15
6654 cell1_MACS_peak_42534 18 16 19 15 11 8 13 11
6655 cell1_MACS_peak_42559 15 16 11 18 15 16 16 16
6656 cell1_MACS_peak_42563 14 17 16 14 25 18 25 24
6657 cell1_MACS_peak_42575 20 19 21 18 16 16 21 17
6658 cell1_MACS_peak_42576 15 17 19 18 21 15 19 14
6659 cell1_MACS_peak_4258 8 11 10 10 9 8 5 8
6660 cell1_MACS_peak_42581 3 4 1 4 5 3 5 4
6661 cell1_MACS_peak_4260 11 13 13 9 9 8 8 9
6662 cell1_MACS_peak_42620 13 12 14 11 12 14 9 15
6663 cell1_MACS_peak_42625 13 16 13 16 24 25 25 25
6664 cell1_MACS_peak_4264 17 15 18 19 12 7 9 10
6665 cell1_MACS_peak_42642 8 14 18 13 21 16 20 24
6666 cell1_MACS_peak_42645 20 22 22 20 14 19 16 22
6667 cell1_MACS_peak_42661 13 12 16 10 26 25 28 27
6668 cell1_MACS_peak_42671 24 24 24 29 36 30 30 33
6669 cell1_MACS_peak_42704 22 20 19 21 22 29 24 20
6670 cell1_MACS_peak_4271 5 6 6 6 4 8 4 5
6671 cell1_MACS_peak_42710 11 10 8 7 7 9 7 7
6672 cell1_MACS_peak_42717 14 14 15 16 16 11 10 10
6673 cell1_MACS_peak_42721 16 15 11 14 15 12 12 12
6674 cell1_MACS_peak_42722 8 12 11 12 9 7 8 10
6675 cell1_MACS_peak_42723 17 19 15 18 19 20 19 19
6676 cell1_MACS_peak_4273 11 8 10 10 11 10 12 14
6677 cell1_MACS_peak_4274 10 13 14 13 10 8 12 10
6678 cell1_MACS_peak_42748 6 7 8 6 11 14 10 13
6679 cell1_MACS_peak_42749 10 9 7 8 6 5 6 4
6680 cell1_MACS_peak_4275 6 7 7 7 8 6 7 6
6681 cell1_MACS_peak_42752 5 8 9 7 14 15 16 14
6682 cell1_MACS_peak_42756 19 16 18 20 27 31 32 30
6683 cell1_MACS_peak_42762 19 19 21 17 23 19 20 21
6684 cell1_MACS_peak_42765 16 12 16 19 23 18 19 22
6685 cell1_MACS_peak_42766 17 17 17 18 17 28 26 30
6686 cell1_MACS_peak_42768 11 11 11 8 17 18 16 15
6687 cell1_MACS_peak_42774 18 18 18 16 25 17 21 26
6688 cell1_MACS_peak_42779 12 14 12 10 15 17 19 14
6689 cell1_MACS_peak_42780 11 10 10 12 12 12 15 10
6690 cell1_MACS_peak_42782 21 22 25 26 32 28 30 27
6691 cell1_MACS_peak_42783 16 16 11 18 16 15 15 17
6692 cell1_MACS_peak_42789 20 21 21 21 16 18 14 14
6693 cell1_MACS_peak_42791 15 13 9 12 11 14 13 12
6694 cell1_MACS_peak_42797 7 7 9 7 7 8 7 7
6695 cell1_MACS_peak_42799 17 17 19 17 12 9 11 15
6696 cell1_MACS_peak_428 18 17 15 20 8 5 5 6
6697 cell1_MACS_peak_42800 18 20 21 14 17 13 19 21
6698 cell1_MACS_peak_42801 15 10 10 14 14 15 13 15
6699 cell1_MACS_peak_42804 9 13 14 14 8 11 8 6
6700 cell1_MACS_peak_42811 17 21 25 18 14 14 13 10
6701 cell1_MACS_peak_42812 14 14 17 17 16 18 18 18
6702 cell1_MACS_peak_42817 10 8 5 8 17 11 16 13
6703 cell1_MACS_peak_4282 23 22 22 24 16 16 12 13
6704 cell1_MACS_peak_42822 9 14 11 14 24 24 26 26
6705 cell1_MACS_peak_42824 11 14 17 19 20 17 19 19
6706 cell1_MACS_peak_42835 15 18 18 20 13 23 15 17
6707 cell1_MACS_peak_42837 14 10 16 13 24 26 27 27
6708 cell1_MACS_peak_42851 22 21 21 18 9 16 14 13
6709 cell1_MACS_peak_42861 5 4 8 8 13 18 17 15
6710 cell1_MACS_peak_42863 5 4 8 8 8 10 9 9
6711 cell1_MACS_peak_42866 9 15 16 12 21 25 29 26
6712 cell1_MACS_peak_4287 18 19 22 16 15 12 9 14
6713 cell1_MACS_peak_42874 18 18 14 18 15 13 19 21
6714 cell1_MACS_peak_42877 17 17 16 15 17 20 20 21
6715 cell1_MACS_peak_42880 14 11 17 15 24 26 24 28
6716 cell1_MACS_peak_42893 14 12 14 6 14 15 14 14
6717 cell1_MACS_peak_42895 9 9 8 11 10 8 9 9
6718 cell1_MACS_peak_42900 7 5 9 7 11 12 16 11
6719 cell1_MACS_peak_42939 24 22 23 27 21 23 16 19
6720 cell1_MACS_peak_42945 12 12 11 8 12 11 15 13
6721 cell1_MACS_peak_42955 16 15 17 19 11 15 14 14
6722 cell1_MACS_peak_42959 14 15 17 15 18 11 18 17
6723 cell1_MACS_peak_42961 13 13 15 13 17 20 19 21
6724 cell1_MACS_peak_42963 16 16 13 18 16 16 20 21
6725 cell1_MACS_peak_42964 23 22 26 24 28 25 29 30
6726 cell1_MACS_peak_42969 11 13 12 12 20 24 19 20
6727 cell1_MACS_peak_42974 9 11 13 12 8 9 12 8
6728 cell1_MACS_peak_42979 13 14 12 15 13 14 13 15
6729 cell1_MACS_peak_42988 12 11 12 12 15 15 15 10
6730 cell1_MACS_peak_42993 14 14 15 17 16 19 17 18
6731 cell1_MACS_peak_43004 20 17 24 25 38 40 53 45
6732 cell1_MACS_peak_43013 15 19 17 20 28 24 26 22
6733 cell1_MACS_peak_4302 11 10 8 10 9 6 5 5
6734 cell1_MACS_peak_43025 19 18 22 21 14 13 20 17
6735 cell1_MACS_peak_43026 9 14 13 14 12 4 9 16
6736 cell1_MACS_peak_43030 19 16 15 17 29 19 27 26
6737 cell1_MACS_peak_43031 12 12 14 12 17 16 16 15
6738 cell1_MACS_peak_43033 15 11 10 11 25 22 17 25
6739 cell1_MACS_peak_43034 14 15 17 15 17 13 12 14
6740 cell1_MACS_peak_43036 13 10 9 6 17 15 19 14
6741 cell1_MACS_peak_43038 12 15 10 16 14 13 18 17
6742 cell1_MACS_peak_43041 5 7 6 5 9 3 8 7
6743 cell1_MACS_peak_43049 10 10 10 11 15 22 19 19
6744 cell1_MACS_peak_43051 9 10 11 11 14 14 18 15
6745 cell1_MACS_peak_43054 34 23 39 30 43 44 52 57
6746 cell1_MACS_peak_4306 13 13 14 13 5 12 8 10
6747 cell1_MACS_peak_43060 18 16 20 21 27 27 26 22
6748 cell1_MACS_peak_43066 8 10 9 9 8 11 10 9
