V1 V2 V3 V5 V6 V11 V12 V14 V15
11303 cell2_MACS_peak_16946 15 13 16 19 17 23 21 25
11304 cell2_MACS_peak_16951 16 12 16 15 16 14 13 9
11305 cell2_MACS_peak_16957 8 8 10 9 10 11 12 11
11306 cell2_MACS_peak_1696 11 11 10 10 8 9 10 9
11307 cell2_MACS_peak_16961 24 24 22 29 44 36 40 42
11308 cell2_MACS_peak_16975 24 25 15 21 13 18 15 16
11309 cell2_MACS_peak_16991 8 7 5 8 11 12 12 15
11310 cell2_MACS_peak_16996 9 8 12 10 21 23 28 29
11311 cell2_MACS_peak_17003 8 8 9 10 8 12 11 12
11312 cell2_MACS_peak_17013 19 19 30 24 34 38 41 37
11313 cell2_MACS_peak_17030 10 11 16 12 25 24 21 26
11314 cell2_MACS_peak_17036 18 12 22 26 37 40 39 41
11315 cell2_MACS_peak_17038 15 19 18 24 43 36 41 40
11316 cell2_MACS_peak_17060 26 27 22 24 21 19 17 22
11317 cell2_MACS_peak_17062 27 25 24 25 22 21 19 21
11318 cell2_MACS_peak_17065 13 16 17 21 27 24 28 21
11319 cell2_MACS_peak_17071 24 19 27 24 27 27 28 38
11320 cell2_MACS_peak_17092 19 16 16 19 16 12 16 17
11321 cell2_MACS_peak_17095 17 19 15 13 21 15 24 23
11322 cell2_MACS_peak_17099 13 14 13 10 28 28 28 31
11323 cell2_MACS_peak_17103 12 12 15 15 24 23 25 26
11324 cell2_MACS_peak_1712 11 9 9 11 7 5 10 8
11325 cell2_MACS_peak_17125 17 18 26 24 37 37 47 45
11326 cell2_MACS_peak_17129 14 17 13 17 43 41 42 47
11327 cell2_MACS_peak_17132 9 11 8 14 29 28 30 25
11328 cell2_MACS_peak_17147 2 4 8 3 17 15 19 22
11329 cell2_MACS_peak_17156 5 3 2 7 14 16 15 17
11330 cell2_MACS_peak_17161 22 22 18 20 28 29 26 30
11331 cell2_MACS_peak_17168 10 10 10 9 17 23 20 20
11332 cell2_MACS_peak_17171 18 19 21 18 41 32 44 37
11333 cell2_MACS_peak_17174 16 15 20 16 18 26 28 26
11334 cell2_MACS_peak_17175 9 6 7 8 10 8 7 8
11335 cell2_MACS_peak_17182 20 18 18 20 29 34 35 33
11336 cell2_MACS_peak_1719 14 12 14 12 14 13 15 10
11337 cell2_MACS_peak_17215 8 9 12 9 14 14 14 15
11338 cell2_MACS_peak_17222 18 21 22 20 19 19 20 22
11339 cell2_MACS_peak_17223 12 17 16 15 21 26 20 20
11340 cell2_MACS_peak_17254 32 27 38 31 59 57 62 61
11341 cell2_MACS_peak_17258 13 12 12 13 20 26 26 24
11342 cell2_MACS_peak_17264 19 21 23 21 44 45 50 41
11343 cell2_MACS_peak_17272 18 13 18 17 35 30 28 30
11344 cell2_MACS_peak_17274 12 7 6 9 18 19 23 23
11345 cell2_MACS_peak_1728 7 7 6 8 5 5 5 4
11346 cell2_MACS_peak_17290 14 12 18 16 23 19 26 24
11347 cell2_MACS_peak_17292 21 18 23 23 34 34 36 39
11348 cell2_MACS_peak_17298 18 18 23 20 31 34 28 33
11349 cell2_MACS_peak_17308 11 14 7 16 29 26 32 27
11350 cell2_MACS_peak_1731 17 16 21 18 5 6 8 8
11351 cell2_MACS_peak_17311 13 10 17 14 33 31 38 34
11352 cell2_MACS_peak_17322 12 10 13 14 27 27 30 28
11353 cell2_MACS_peak_17323 18 16 17 19 24 23 20 26
11354 cell2_MACS_peak_1733 11 10 12 12 8 5 5 5
11355 cell2_MACS_peak_17332 9 9 11 9 11 16 12 13
11356 cell2_MACS_peak_17333 11 14 9 11 11 13 14 11
11357 cell2_MACS_peak_17337 18 21 23 23 32 27 30 34
11358 cell2_MACS_peak_17342 5 4 5 7 10 12 9 10
11359 cell2_MACS_peak_17345 19 20 19 17 24 25 23 23
11360 cell2_MACS_peak_17350 10 14 12 17 18 14 14 16
11361 cell2_MACS_peak_17353 15 16 12 17 14 16 10 14
11362 cell2_MACS_peak_17357 20 16 19 19 16 17 15 14
11363 cell2_MACS_peak_17363 15 16 14 19 19 17 15 18
11364 cell2_MACS_peak_17382 7 6 10 8 6 7 6 6
11365 cell2_MACS_peak_17386 11 9 9 8 11 10 12 11
11366 cell2_MACS_peak_17390 4 3 4 3 4 5 5 6
11367 cell2_MACS_peak_17394 5 6 6 10 5 8 8 7
11368 cell2_MACS_peak_17397 9 5 8 8 12 14 18 13
11369 cell2_MACS_peak_17402 7 7 4 8 10 10 11 10
11370 cell2_MACS_peak_17409 10 6 6 7 12 12 15 16
11371 cell2_MACS_peak_17431 15 15 16 11 17 13 18 18
11372 cell2_MACS_peak_17435 11 11 17 14 25 18 22 18
11373 cell2_MACS_peak_17436 11 11 9 7 10 12 14 13
11374 cell2_MACS_peak_1744 18 19 18 19 18 13 14 18
11375 cell2_MACS_peak_17448 10 6 9 7 7 6 9 8
11376 cell2_MACS_peak_17452 8 7 7 10 12 8 12 8
11377 cell2_MACS_peak_17453 9 10 11 10 18 13 20 19
11378 cell2_MACS_peak_17464 20 19 16 24 14 12 11 11
11379 cell2_MACS_peak_17479 8 8 8 7 12 14 15 15
11380 cell2_MACS_peak_1748 18 17 18 16 10 7 9 6
11381 cell2_MACS_peak_17483 13 10 12 12 10 12 11 10
11382 cell2_MACS_peak_17489 29 22 29 31 59 51 51 58
11383 cell2_MACS_peak_17511 4 5 4 6 7 6 6 8
11384 cell2_MACS_peak_17512 14 18 17 12 11 7 8 9
11385 cell2_MACS_peak_17514 9 12 15 13 23 23 22 29
11386 cell2_MACS_peak_17517 20 23 20 23 17 17 24 21
11387 cell2_MACS_peak_17518 9 10 8 9 10 10 11 7
11388 cell2_MACS_peak_17523 16 14 20 12 16 20 19 22
11389 cell2_MACS_peak_17532 7 6 6 3 4 12 7 7
11390 cell2_MACS_peak_17535 11 8 10 17 12 8 13 14
11391 cell2_MACS_peak_17537 10 9 10 14 11 12 9 12
11392 cell2_MACS_peak_17538 16 16 19 16 11 15 14 13
11393 cell2_MACS_peak_1754 18 18 17 15 11 5 6 6
11394 cell2_MACS_peak_17545 11 12 12 13 8 8 9 5
11395 cell2_MACS_peak_17554 6 4 5 5 4 3 2 4
11396 cell2_MACS_peak_17561 11 8 5 9 9 8 7 7
11397 cell2_MACS_peak_17569 22 19 19 19 12 8 12 12
11398 cell2_MACS_peak_17583 13 12 14 12 13 11 15 16
11399 cell2_MACS_peak_17598 11 8 9 11 11 11 14 11
11400 cell2_MACS_peak_1760 8 8 8 10 8 9 7 7
11401 cell2_MACS_peak_17614 15 18 11 11 10 5 6 10
11402 cell2_MACS_peak_17615 14 14 17 14 11 9 7 10
11403 cell2_MACS_peak_17617 6 6 8 5 10 8 9 10
11404 cell2_MACS_peak_17621 9 12 16 16 13 12 13 11
11405 cell2_MACS_peak_17626 11 11 11 10 23 22 26 26
11406 cell2_MACS_peak_17639 22 23 27 25 29 27 32 29
11407 cell2_MACS_peak_17655 5 6 8 5 3 3 4 4
11408 cell2_MACS_peak_17656 7 7 5 11 10 8 8 11
11409 cell2_MACS_peak_17662 13 8 9 8 9 12 12 11
11410 cell2_MACS_peak_17678 12 17 15 15 27 25 23 20
11411 cell2_MACS_peak_17681 6 6 6 3 11 15 14 13
11412 cell2_MACS_peak_17682 5 4 3 3 9 4 4 6
11413 cell2_MACS_peak_177 15 14 14 14 10 11 8 9
11414 cell2_MACS_peak_1770 31 28 26 27 22 18 12 15
11415 cell2_MACS_peak_17705 11 9 12 11 4 9 8 10
11416 cell2_MACS_peak_17707 7 7 6 8 10 10 13 10
11417 cell2_MACS_peak_17713 11 9 14 9 12 15 13 11
11418 cell2_MACS_peak_17727 6 6 6 10 17 7 14 11
11419 cell2_MACS_peak_17728 11 11 8 7 10 8 7 10
11420 cell2_MACS_peak_1773 22 20 19 19 15 14 13 19
11421 cell2_MACS_peak_17733 9 9 7 9 9 7 7 8
11422 cell2_MACS_peak_17736 13 13 13 15 20 20 22 25
11423 cell2_MACS_peak_17739 15 13 13 13 12 15 14 12
11424 cell2_MACS_peak_17740 17 15 14 15 16 20 17 22
11425 cell2_MACS_peak_17743 8 8 10 10 16 15 15 14
11426 cell2_MACS_peak_17744 6 9 6 4 7 7 4 6
11427 cell2_MACS_peak_17746 3 2 1 1 0 0 1 3
11428 cell2_MACS_peak_17752 8 9 6 12 17 13 17 16
11429 cell2_MACS_peak_17785 3 1 3 2 4 2 3 4
11430 cell2_MACS_peak_17788 21 18 22 26 21 27 28 29
11431 cell2_MACS_peak_17805 8 8 9 12 16 10 11 15
11432 cell2_MACS_peak_1781 18 18 14 18 11 9 9 8
11433 cell2_MACS_peak_17815 7 6 7 9 11 12 13 12
11434 cell2_MACS_peak_17823 15 18 16 15 22 20 22 23
11435 cell2_MACS_peak_17824 13 14 14 13 20 18 22 20
11436 cell2_MACS_peak_17830 10 9 9 8 14 11 9 7
11437 cell2_MACS_peak_17832 11 14 14 10 11 11 11 11
11438 cell2_MACS_peak_17837 17 15 18 24 23 19 17 18
11439 cell2_MACS_peak_17847 4 8 11 9 27 26 27 24
11440 cell2_MACS_peak_17848 14 15 12 13 15 14 12 20
11441 cell2_MACS_peak_17851 5 7 5 3 5 4 4 6
11442 cell2_MACS_peak_17856 10 9 15 12 18 15 15 18
11443 cell2_MACS_peak_1786 22 19 24 21 34 26 22 27
11444 cell2_MACS_peak_17864 15 18 18 15 13 13 12 12
11445 cell2_MACS_peak_17867 13 12 10 11 10 7 9 8
11446 cell2_MACS_peak_17873 12 12 12 10 10 13 8 8
11447 cell2_MACS_peak_17876 8 7 6 5 2 6 6 7
11448 cell2_MACS_peak_17878 8 7 6 7 7 5 4 5
11449 cell2_MACS_peak_17886 6 10 8 12 6 8 7 7
11450 cell2_MACS_peak_17887 11 13 13 11 12 7 10 11
11451 cell2_MACS_peak_17888 5 6 3 8 7 11 8 13
11452 cell2_MACS_peak_17889 9 8 8 9 12 14 12 12
11453 cell2_MACS_peak_17890 5 5 6 5 10 9 5 7
11454 cell2_MACS_peak_17893 8 5 6 7 7 10 6 9
11455 cell2_MACS_peak_17896 14 17 18 19 21 19 22 19
11456 cell2_MACS_peak_17899 3 3 4 5 10 9 7 11
11457 cell2_MACS_peak_17900 20 18 19 16 8 10 14 8
11458 cell2_MACS_peak_17919 8 8 6 6 8 7 9 9
11459 cell2_MACS_peak_1793 14 14 19 13 13 12 13 13
11460 cell2_MACS_peak_17937 18 19 22 16 18 12 15 18
11461 cell2_MACS_peak_1794 13 12 11 15 12 12 11 13
11462 cell2_MACS_peak_17940 12 14 8 12 13 12 11 9
11463 cell2_MACS_peak_17941 10 9 8 6 10 10 10 8
11464 cell2_MACS_peak_17947 9 11 10 7 11 8 10 10
11465 cell2_MACS_peak_1795 14 19 23 15 12 13 14 13
11466 cell2_MACS_peak_17958 6 9 6 6 3 6 9 5
11467 cell2_MACS_peak_17964 18 20 21 23 20 21 22 21
11468 cell2_MACS_peak_17970 10 9 8 12 7 6 6 3
11469 cell2_MACS_peak_17971 20 18 18 17 10 13 14 10
11470 cell2_MACS_peak_17976 6 7 6 8 4 5 9 4
11471 cell2_MACS_peak_17984 52 51 50 53 61 64 63 60
11472 cell2_MACS_peak_17994 14 15 16 16 9 9 10 8
11473 cell2_MACS_peak_18 8 7 8 5 8 7 5 8
11474 cell2_MACS_peak_18000 10 12 10 12 10 11 11 12
11475 cell2_MACS_peak_18007 21 19 28 20 37 35 32 37
11476 cell2_MACS_peak_18013 9 9 13 11 18 17 19 21
11477 cell2_MACS_peak_18022 7 8 10 7 10 12 12 7
11478 cell2_MACS_peak_18029 15 11 11 16 11 9 9 6
11479 cell2_MACS_peak_18031 11 10 9 8 10 12 10 10
11480 cell2_MACS_peak_18033 9 10 11 10 14 14 13 13
11481 cell2_MACS_peak_18041 14 14 15 14 10 14 17 14
11482 cell2_MACS_peak_18042 13 18 17 17 19 12 11 11
11483 cell2_MACS_peak_1805 17 18 17 17 13 16 14 15
11484 cell2_MACS_peak_18062 8 7 8 9 8 9 9 9
11485 cell2_MACS_peak_18066 15 19 21 15 22 16 20 19
11486 cell2_MACS_peak_18070 6 7 11 7 13 15 17 18
11487 cell2_MACS_peak_18090 6 6 6 7 5 10 9 15
11488 cell2_MACS_peak_18092 5 5 7 7 9 8 12 9
11489 cell2_MACS_peak_18113 8 7 7 14 12 16 17 18
11490 cell2_MACS_peak_18122 7 5 9 5 19 15 20 14
11491 cell2_MACS_peak_18130 11 12 14 13 8 15 16 16
11492 cell2_MACS_peak_18135 12 11 12 14 11 12 11 11
11493 cell2_MACS_peak_18138 6 7 6 5 12 7 9 11
11494 cell2_MACS_peak_18145 3 3 6 4 9 10 10 7
11495 cell2_MACS_peak_18155 19 21 18 20 13 10 13 12
11496 cell2_MACS_peak_18159 3 4 4 2 6 5 9 7
11497 cell2_MACS_peak_18166 15 12 16 14 22 21 19 19
11498 cell2_MACS_peak_1817 17 18 19 20 19 25 25 20
11499 cell2_MACS_peak_18170 10 13 8 13 12 15 14 13
11500 cell2_MACS_peak_18173 3 2 2 3 7 7 6 9
11501 cell2_MACS_peak_18175 7 9 9 10 5 7 6 7
11502 cell2_MACS_peak_18176 10 7 7 9 6 10 12 12
11503 cell2_MACS_peak_18188 16 13 13 15 13 11 10 11
11504 cell2_MACS_peak_18190 9 10 9 11 12 9 14 9
11505 cell2_MACS_peak_18193 9 9 9 12 10 13 9 7
11506 cell2_MACS_peak_18198 8 9 9 5 8 10 10 11
11507 cell2_MACS_peak_18206 17 15 14 18 12 11 13 10
11508 cell2_MACS_peak_18212 5 4 8 11 13 15 15 15
11509 cell2_MACS_peak_18216 11 10 11 9 16 13 11 18
11510 cell2_MACS_peak_18224 9 9 10 10 2 4 3 2
11511 cell2_MACS_peak_18227 10 11 9 8 10 11 11 10
11512 cell2_MACS_peak_18236 6 4 5 4 7 6 7 5
11513 cell2_MACS_peak_18246 8 7 6 13 15 16 17 16
11514 cell2_MACS_peak_18248 5 6 9 6 5 8 9 7
11515 cell2_MACS_peak_18250 20 24 19 24 10 13 10 8
11516 cell2_MACS_peak_18251 9 13 8 14 13 16 16 16
11517 cell2_MACS_peak_18258 5 4 5 5 3 2 2 3
11518 cell2_MACS_peak_18259 16 14 15 15 12 17 8 10
11519 cell2_MACS_peak_18265 15 15 13 15 7 2 4 3
11520 cell2_MACS_peak_1828 4 3 6 3 4 6 5 9
11521 cell2_MACS_peak_18286 9 9 9 9 10 4 8 6
11522 cell2_MACS_peak_18287 3 5 7 5 9 9 9 7
11523 cell2_MACS_peak_18291 19 16 16 22 27 22 22 32
11524 cell2_MACS_peak_18293 11 10 9 8 12 13 10 10
11525 cell2_MACS_peak_18296 13 10 13 12 20 14 12 13
11526 cell2_MACS_peak_183 7 5 5 6 7 6 5 5
11527 cell2_MACS_peak_1830 8 6 6 6 10 11 12 13
11528 cell2_MACS_peak_18300 4 6 8 9 8 9 6 8
11529 cell2_MACS_peak_18305 8 6 7 10 4 5 8 6
11530 cell2_MACS_peak_18306 12 9 9 9 10 8 11 8
11531 cell2_MACS_peak_18312 5 5 5 6 5 4 5 5
11532 cell2_MACS_peak_18314 11 10 12 10 7 6 7 5
11533 cell2_MACS_peak_18324 19 17 19 21 17 13 15 14
11534 cell2_MACS_peak_18333 3 3 4 2 6 5 6 5
11535 cell2_MACS_peak_18336 4 2 1 2 4 3 6 5
11536 cell2_MACS_peak_18343 3 5 5 5 6 8 7 9
11537 cell2_MACS_peak_18344 3 3 5 5 8 9 13 11
11538 cell2_MACS_peak_18358 13 12 11 16 15 15 14 14
11539 cell2_MACS_peak_18360 13 13 12 13 18 18 21 19
11540 cell2_MACS_peak_18371 18 19 18 17 16 16 13 9
11541 cell2_MACS_peak_18374 13 12 16 15 14 13 7 10
11542 cell2_MACS_peak_18378 12 12 11 14 14 9 13 16
11543 cell2_MACS_peak_18388 15 12 13 11 15 17 15 13
11544 cell2_MACS_peak_18402 6 7 6 7 6 4 5 3
11545 cell2_MACS_peak_18410 5 4 5 2 5 5 5 7
11546 cell2_MACS_peak_18411 4 5 3 5 10 9 10 5
11547 cell2_MACS_peak_18426 2 1 1 1 1 1 0 1
11548 cell2_MACS_peak_18429 6 3 3 7 9 10 11 11
11549 cell2_MACS_peak_18432 5 3 3 3 3 2 2 2
11550 cell2_MACS_peak_18446 4 4 4 6 6 8 6 4
11551 cell2_MACS_peak_18454 15 13 13 12 14 11 12 12
11552 cell2_MACS_peak_18457 2 3 2 3 4 6 6 5
11553 cell2_MACS_peak_18461 7 10 7 9 8 9 11 12
11554 cell2_MACS_peak_18470 6 6 4 3 5 2 2 5
11555 cell2_MACS_peak_18481 1 1 0 2 1 0 1 0
11556 cell2_MACS_peak_18485 12 10 8 13 17 15 13 13
11557 cell2_MACS_peak_18486 7 5 6 9 8 6 6 6
11558 cell2_MACS_peak_18492 5 4 4 4 2 4 2 4
11559 cell2_MACS_peak_18494 9 10 8 15 7 9 8 8
11560 cell2_MACS_peak_185 8 7 9 11 5 9 8 6
11561 cell2_MACS_peak_18506 6 7 7 7 9 7 14 12
11562 cell2_MACS_peak_18511 13 10 8 14 13 12 13 14
11563 cell2_MACS_peak_18512 11 9 9 6 6 5 4 6
11564 cell2_MACS_peak_18518 10 11 9 9 10 8 8 5
11565 cell2_MACS_peak_18526 13 14 15 11 12 10 12 11
11566 cell2_MACS_peak_18532 10 10 10 11 16 13 15 14
11567 cell2_MACS_peak_18539 1 1 3 1 1 2 1 2
11568 cell2_MACS_peak_18543 7 9 7 11 8 5 8 8
11569 cell2_MACS_peak_18548 15 13 14 16 10 7 7 6
11570 cell2_MACS_peak_18554 14 12 12 10 14 6 12 11
11571 cell2_MACS_peak_18555 6 8 8 6 7 6 5 4
11572 cell2_MACS_peak_18557 8 9 7 9 8 10 10 12
11573 cell2_MACS_peak_18569 15 14 13 12 9 12 6 4
11574 cell2_MACS_peak_18571 25 28 22 26 22 23 27 26
11575 cell2_MACS_peak_18572 17 12 17 13 20 19 20 18
11576 cell2_MACS_peak_18579 16 17 14 13 12 16 14 12
11577 cell2_MACS_peak_18582 5 3 5 3 5 8 10 8
11578 cell2_MACS_peak_18584 22 21 23 25 12 14 15 16
11579 cell2_MACS_peak_18585 20 17 19 15 8 13 11 11
11580 cell2_MACS_peak_18595 19 20 17 25 18 14 17 16
11581 cell2_MACS_peak_18601 13 11 15 15 19 16 22 20
11582 cell2_MACS_peak_18611 14 13 15 15 12 18 16 14
11583 cell2_MACS_peak_18616 6 6 6 8 11 10 16 12
11584 cell2_MACS_peak_18623 21 17 19 16 20 24 18 26
11585 cell2_MACS_peak_18625 14 16 14 14 16 12 12 16
11586 cell2_MACS_peak_18643 9 8 5 9 10 10 11 10
11587 cell2_MACS_peak_1865 10 9 12 11 7 8 8 13
11588 cell2_MACS_peak_18650 14 14 13 18 17 11 13 15
11589 cell2_MACS_peak_18653 22 21 21 20 10 9 10 11
11590 cell2_MACS_peak_18662 19 17 21 9 17 13 21 18
11591 cell2_MACS_peak_18663 20 17 20 17 12 15 15 15
11592 cell2_MACS_peak_18667 15 13 13 14 14 14 10 14
11593 cell2_MACS_peak_18675 20 16 18 19 22 21 19 22
11594 cell2_MACS_peak_18677 8 9 11 12 11 12 11 9
11595 cell2_MACS_peak_18682 6 8 5 8 9 10 8 8
11596 cell2_MACS_peak_18684 10 8 7 7 4 4 6 5
11597 cell2_MACS_peak_18689 5 4 5 5 5 5 5 7
11598 cell2_MACS_peak_18691 10 9 8 10 5 6 5 4
11599 cell2_MACS_peak_18699 7 7 8 7 12 9 9 10
11600 cell2_MACS_peak_1870 16 16 13 17 12 16 18 18
11601 cell2_MACS_peak_18705 13 14 13 14 4 3 7 6
11602 cell2_MACS_peak_18706 23 27 23 23 14 13 14 14
11603 cell2_MACS_peak_18719 18 19 16 15 12 10 9 9
11604 cell2_MACS_peak_18722 21 22 21 18 17 16 17 16
11605 cell2_MACS_peak_18730 13 12 10 13 11 11 14 13
11606 cell2_MACS_peak_18732 10 12 11 11 12 9 9 8
11607 cell2_MACS_peak_18738 5 6 4 7 5 6 4 6
11608 cell2_MACS_peak_1874 13 12 11 13 10 7 6 6
11609 cell2_MACS_peak_18747 11 11 13 9 10 9 12 12
11610 cell2_MACS_peak_1875 12 13 10 15 11 14 14 13
11611 cell2_MACS_peak_18750 8 8 8 9 13 11 10 8
11612 cell2_MACS_peak_18752 8 13 11 11 6 7 4 8
11613 cell2_MACS_peak_18763 24 19 23 17 18 23 20 19
11614 cell2_MACS_peak_18769 15 14 16 16 14 14 14 16
11615 cell2_MACS_peak_1877 4 3 4 3 4 2 2 4
11616 cell2_MACS_peak_18770 5 5 6 7 6 4 5 6
11617 cell2_MACS_peak_18772 3 5 6 6 8 8 12 12
11618 cell2_MACS_peak_18776 11 12 11 12 12 15 14 15
11619 cell2_MACS_peak_1878 12 12 11 11 2 4 5 2
11620 cell2_MACS_peak_18784 25 24 28 27 18 21 15 20
11621 cell2_MACS_peak_1879 17 17 22 17 19 16 18 17
11622 cell2_MACS_peak_18808 26 26 26 21 32 30 26 29
11623 cell2_MACS_peak_18816 12 15 13 12 9 9 10 11
11624 cell2_MACS_peak_18826 7 6 6 6 9 6 6 9
11625 cell2_MACS_peak_18831 19 21 21 18 18 22 20 19
11626 cell2_MACS_peak_18832 14 12 13 14 15 12 14 14
11627 cell2_MACS_peak_18833 17 17 16 19 24 23 20 20
11628 cell2_MACS_peak_18836 18 17 17 16 17 15 23 17
11629 cell2_MACS_peak_1884 13 10 9 8 8 9 6 6
11630 cell2_MACS_peak_18850 22 23 22 20 12 18 13 14
11631 cell2_MACS_peak_18852 22 25 21 19 23 26 18 21
11632 cell2_MACS_peak_18866 14 14 11 13 8 13 9 5
11633 cell2_MACS_peak_18892 12 13 11 11 8 12 9 12
11634 cell2_MACS_peak_18911 20 24 22 21 17 16 18 14
11635 cell2_MACS_peak_18912 10 10 7 12 12 12 11 8
11636 cell2_MACS_peak_1894 19 20 20 18 9 9 10 12
11637 cell2_MACS_peak_18943 15 14 15 15 18 16 19 20
11638 cell2_MACS_peak_18954 17 15 16 21 21 17 20 22
11639 cell2_MACS_peak_18961 2 6 8 9 17 18 15 18
11640 cell2_MACS_peak_18965 12 10 12 15 10 9 9 7
11641 cell2_MACS_peak_18969 9 7 8 8 8 5 8 5
11642 cell2_MACS_peak_18971 19 22 20 24 22 29 31 28
11643 cell2_MACS_peak_18973 18 19 23 19 20 21 14 21
11644 cell2_MACS_peak_18975 18 17 15 19 16 13 15 14
11645 cell2_MACS_peak_1899 11 11 11 8 8 8 7 12
11646 cell2_MACS_peak_18992 14 15 14 11 17 15 20 16
11647 cell2_MACS_peak_18998 9 8 13 8 14 15 21 18
11648 cell2_MACS_peak_19 3 3 3 3 3 2 3 4
11649 cell2_MACS_peak_190 5 7 7 8 5 6 9 6
11650 cell2_MACS_peak_19002 12 14 12 12 14 7 8 9
11651 cell2_MACS_peak_1901 29 28 31 24 16 20 14 13
11652 cell2_MACS_peak_19010 25 26 25 25 23 20 20 15
11653 cell2_MACS_peak_19012 20 21 16 18 9 13 8 12
11654 cell2_MACS_peak_19015 14 14 21 15 6 8 10 11
11655 cell2_MACS_peak_19017 16 14 14 14 15 14 13 14
11656 cell2_MACS_peak_1902 8 10 8 7 8 10 8 12
11657 cell2_MACS_peak_19027 21 19 26 20 28 22 22 27
11658 cell2_MACS_peak_19028 16 16 12 15 10 17 15 18
11659 cell2_MACS_peak_19029 13 14 14 15 21 21 21 20
11660 cell2_MACS_peak_19036 10 9 12 10 11 7 9 11
11661 cell2_MACS_peak_19038 15 17 14 16 16 15 19 15
11662 cell2_MACS_peak_19058 28 29 26 28 17 18 16 15
11663 cell2_MACS_peak_19065 11 12 12 14 18 15 12 15
11664 cell2_MACS_peak_1907 16 12 12 10 8 8 8 6
11665 cell2_MACS_peak_19073 12 13 13 13 11 9 12 10
11666 cell2_MACS_peak_19077 18 19 17 14 22 23 22 26
11667 cell2_MACS_peak_19095 23 24 19 27 29 22 26 22
11668 cell2_MACS_peak_19107 16 17 16 16 15 20 20 23
11669 cell2_MACS_peak_1912 12 11 9 9 8 9 6 5
11670 cell2_MACS_peak_19125 4 4 7 3 8 6 5 5
11671 cell2_MACS_peak_19142 15 11 13 13 10 14 10 13
11672 cell2_MACS_peak_19150 27 23 24 20 10 8 9 9
11673 cell2_MACS_peak_19165 25 21 22 22 20 8 14 9
11674 cell2_MACS_peak_19171 10 11 11 12 12 12 15 14
11675 cell2_MACS_peak_19176 6 6 5 3 7 9 12 6
11676 cell2_MACS_peak_19180 15 11 13 10 14 13 12 10
11677 cell2_MACS_peak_1919 29 25 27 23 24 24 20 24
11678 cell2_MACS_peak_19193 16 15 15 18 22 20 19 23
11679 cell2_MACS_peak_19194 19 20 22 18 19 12 13 12
11680 cell2_MACS_peak_19205 12 16 12 12 8 12 7 10
11681 cell2_MACS_peak_19217 4 6 3 6 5 5 7 6
11682 cell2_MACS_peak_19230 3 3 5 4 12 12 12 13
11683 cell2_MACS_peak_19239 7 9 10 10 11 11 10 13
11684 cell2_MACS_peak_19245 10 7 9 8 17 18 15 13
11685 cell2_MACS_peak_19247 17 18 20 15 13 10 12 9
11686 cell2_MACS_peak_19254 19 18 16 19 9 16 12 13
11687 cell2_MACS_peak_19255 12 10 12 13 11 15 14 14
11688 cell2_MACS_peak_19263 14 17 14 15 11 11 10 8
11689 cell2_MACS_peak_19271 13 17 21 16 16 16 17 18
11690 cell2_MACS_peak_19285 24 22 30 23 22 26 20 19
11691 cell2_MACS_peak_19292 11 9 5 9 10 6 8 7
11692 cell2_MACS_peak_19303 18 19 21 15 19 18 16 20
11693 cell2_MACS_peak_19309 16 15 15 16 18 17 13 20
11694 cell2_MACS_peak_19323 22 25 19 20 14 17 15 15
11695 cell2_MACS_peak_19337 9 8 7 9 10 11 8 9
11696 cell2_MACS_peak_1934 23 30 27 25 19 19 24 21
11697 cell2_MACS_peak_19342 6 7 7 7 7 5 5 3
11698 cell2_MACS_peak_19356 17 16 21 18 17 15 15 16
11699 cell2_MACS_peak_19360 15 20 15 18 13 10 12 14
11700 cell2_MACS_peak_19362 3 3 2 3 1 0 1 2
11701 cell2_MACS_peak_19366 76 82 83 79 80 69 65 75
11702 cell2_MACS_peak_19370 7 7 11 11 16 18 17 18
11703 cell2_MACS_peak_19380 13 12 13 12 14 18 22 19
11704 cell2_MACS_peak_19387 9 8 11 9 14 10 14 13
11705 cell2_MACS_peak_19389 6 7 6 8 8 4 6 5
11706 cell2_MACS_peak_19391 25 27 22 25 27 23 24 20
11707 cell2_MACS_peak_19402 22 25 22 23 20 17 17 14
11708 cell2_MACS_peak_19406 7 10 10 11 11 9 15 12
11709 cell2_MACS_peak_19407 10 12 13 13 5 12 9 7
11710 cell2_MACS_peak_19429 11 14 13 13 17 11 18 18
11711 cell2_MACS_peak_19443 5 5 4 4 8 7 7 6
11712 cell2_MACS_peak_19473 15 17 17 13 10 11 6 11
11713 cell2_MACS_peak_19475 14 15 17 16 16 11 18 17
11714 cell2_MACS_peak_19480 25 20 18 19 14 12 9 8
11715 cell2_MACS_peak_19483 17 16 15 15 9 9 11 15
11716 cell2_MACS_peak_19486 5 6 7 6 10 10 11 11
11717 cell2_MACS_peak_19487 5 5 5 8 7 4 6 7
11718 cell2_MACS_peak_19491 11 12 18 14 19 22 25 19
11719 cell2_MACS_peak_19493 14 20 18 16 12 14 12 12
11720 cell2_MACS_peak_19494 15 12 18 14 8 6 8 6
11721 cell2_MACS_peak_19495 15 13 13 13 13 14 14 16
11722 cell2_MACS_peak_19497 16 23 23 23 26 25 23 22
11723 cell2_MACS_peak_19501 10 9 6 9 10 11 14 14
11724 cell2_MACS_peak_19502 14 12 12 13 18 17 15 15
11725 cell2_MACS_peak_19519 11 11 12 8 5 6 3 3
